postcodes,district,county,district_county,total,domestic,not_domestic,industry,agriculture
2780,Lisboa,Oeiras,Lisboa_Oeiras,0.01530428779821216,0.013383738636304465,0.0017455886061401335,1.5472702210736716e-4,1.9638429729011985e-5
2784,Lisboa,Oeiras,Lisboa_Oeiras,0.01530428779821216,0.013383738636304465,0.0017455886061401335,1.5472702210736716e-4,1.9638429729011985e-5
2770,Lisboa,Oeiras,Lisboa_Oeiras,0.01530428779821216,0.013383738636304465,0.0017455886061401335,1.5472702210736716e-4,1.9638429729011985e-5
2774,Lisboa,Oeiras,Lisboa_Oeiras,0.01530428779821216,0.013383738636304465,0.0017455886061401335,1.5472702210736716e-4,1.9638429729011985e-5
2740,Lisboa,Oeiras,Lisboa_Oeiras,0.01530428779821216,0.013383738636304465,0.0017455886061401335,1.5472702210736716e-4,1.9638429729011985e-5
2744,Lisboa,Oeiras,Lisboa_Oeiras,0.01530428779821216,0.013383738636304465,0.0017455886061401335,1.5472702210736716e-4,1.9638429729011985e-5
2735,Lisboa,Sintra,Lisboa_Sintra,0.031941757178255197,0.02846962329177276,0.0030191110188700016,3.850322434748714e-4,6.784184815476868e-5
2739,Lisboa,Sintra,Lisboa_Sintra,0.031941757178255197,0.02846962329177276,0.0030191110188700016,3.850322434748714e-4,6.784184815476868e-5
2725,Lisboa,Sintra,Lisboa_Sintra,0.031941757178255197,0.02846962329177276,0.0030191110188700016,3.850322434748714e-4,6.784184815476868e-5
2729,Lisboa,Sintra,Lisboa_Sintra,0.031941757178255197,0.02846962329177276,0.0030191110188700016,3.850322434748714e-4,6.784184815476868e-5
2605,Lisboa,Sintra,Lisboa_Sintra,0.031941757178255197,0.02846962329177276,0.0030191110188700016,3.850322434748714e-4,6.784184815476868e-5
2715,Lisboa,Sintra,Lisboa_Sintra,0.031941757178255197,0.02846962329177276,0.0030191110188700016,3.850322434748714e-4,6.784184815476868e-5
2609,Lisboa,Sintra,Lisboa_Sintra,0.031941757178255197,0.02846962329177276,0.0030191110188700016,3.850322434748714e-4,6.784184815476868e-5
2745,Lisboa,Sintra,Lisboa_Sintra,0.031941757178255197,0.02846962329177276,0.0030191110188700016,3.850322434748714e-4,6.784184815476868e-5
2705,Lisboa,Sintra,Lisboa_Sintra,0.031941757178255197,0.02846962329177276,0.0030191110188700016,3.850322434748714e-4,6.784184815476868e-5
2710,Lisboa,Sintra,Lisboa_Sintra,0.031941757178255197,0.02846962329177276,0.0030191110188700016,3.850322434748714e-4,6.784184815476868e-5
2749,Lisboa,Sintra,Lisboa_Sintra,0.031941757178255197,0.02846962329177276,0.0030191110188700016,3.850322434748714e-4,6.784184815476868e-5
2718,Lisboa,Sintra,Lisboa_Sintra,0.031941757178255197,0.02846962329177276,0.0030191110188700016,3.850322434748714e-4,6.784184815476868e-5
2635,Lisboa,Sintra,Lisboa_Sintra,0.031941757178255197,0.02846962329177276,0.0030191110188700016,3.850322434748714e-4,6.784184815476868e-5
2639,Lisboa,Sintra,Lisboa_Sintra,0.031941757178255197,0.02846962329177276,0.0030191110188700016,3.850322434748714e-4,6.784184815476868e-5
2709,Lisboa,Sintra,Lisboa_Sintra,0.031941757178255197,0.02846962329177276,0.0030191110188700016,3.850322434748714e-4,6.784184815476868e-5
2714,Lisboa,Sintra,Lisboa_Sintra,0.031941757178255197,0.02846962329177276,0.0030191110188700016,3.850322434748714e-4,6.784184815476868e-5
2719,Lisboa,Sintra,Lisboa_Sintra,0.031941757178255197,0.02846962329177276,0.0030191110188700016,3.850322434748714e-4,6.784184815476868e-5
2706,Lisboa,Sintra,Lisboa_Sintra,0.031941757178255197,0.02846962329177276,0.0030191110188700016,3.850322434748714e-4,6.784184815476868e-5
2590,Lisboa,Sobral de Monte Agraço,Lisboa_Sobral de Monte Agraço,8.762905386657621e-4,7.627744637927611e-4,9.134845343646484e-5,1.755556596987435e-5,4.612055466661906e-6
2594,Lisboa,Sobral de Monte Agraço,Lisboa_Sobral de Monte Agraço,8.762905386657621e-4,7.627744637927611e-4,9.134845343646484e-5,1.755556596987435e-5,4.612055466661906e-6
2560,Lisboa,Torres Vedras,Lisboa_Torres Vedras,0.007695437710099584,0.006646120703442602,7.972904918013275e-4,1.669266526966019e-4,8.509986215905193e-5
2565,Lisboa,Torres Vedras,Lisboa_Torres Vedras,0.007695437710099584,0.006646120703442602,7.972904918013275e-4,1.669266526966019e-4,8.509986215905193e-5
2600,Lisboa,Vila Franca de Xira,Lisboa_Vila Franca de Xira,0.011580127396874067,0.010217041842501282,0.0011787521116891058,1.4907353476113644e-4,3.51111319397487e-5
2601,Lisboa,Vila Franca de Xira,Lisboa_Vila Franca de Xira,0.011580127396874067,0.010217041842501282,0.0011787521116891058,1.4907353476113644e-4,3.51111319397487e-5
2615,Lisboa,Vila Franca de Xira,Lisboa_Vila Franca de Xira,0.011580127396874067,0.010217041842501282,0.0011787521116891058,1.4907353476113644e-4,3.51111319397487e-5
2619,Lisboa,Vila Franca de Xira,Lisboa_Vila Franca de Xira,0.011580127396874067,0.010217041842501282,0.0011787521116891058,1.4907353476113644e-4,3.51111319397487e-5
2625,Lisboa,Vila Franca de Xira,Lisboa_Vila Franca de Xira,0.011580127396874067,0.010217041842501282,0.0011787521116891058,1.4907353476113644e-4,3.51111319397487e-5
2626,Lisboa,Vila Franca de Xira,Lisboa_Vila Franca de Xira,0.011580127396874067,0.010217041842501282,0.0011787521116891058,1.4907353476113644e-4,3.51111319397487e-5
2628,Lisboa,Vila Franca de Xira,Lisboa_Vila Franca de Xira,0.011580127396874067,0.010217041842501282,0.0011787521116891058,1.4907353476113644e-4,3.51111319397487e-5
2629,Lisboa,Vila Franca de Xira,Lisboa_Vila Franca de Xira,0.011580127396874067,0.010217041842501282,0.0011787521116891058,1.4907353476113644e-4,3.51111319397487e-5
7440,Portalegre,Alter do Chão,Portalegre_Alter do Chão,4.299625902791261e-4,3.77295892369503e-4,3.6896443733295246e-5,8.62900700214163e-6,7.141247174186177e-6
7340,Portalegre,Arronches,Portalegre_Arronches,3.418872084641632e-4,2.93535014055611e-4,3.600378783652197e-5,4.7608314494574514e-6,7.587575122572813e-6
7480,Portalegre,Avis,Portalegre_Avis,4.7236374537585647e-4,3.9589289021894615e-4,5.147649004725869e-5,7.587575122572813e-6,1.7406789987078807e-5
7370,Portalegre,Campo Maior,Portalegre_Campo Maior,7.914882284723012e-4,6.891303523089661e-4,7.126369575906622e-5,9.819214864505993e-6,2.1274965539762984e-5
7374,Portalegre,Campo Maior,Portalegre_Campo Maior,7.914882284723012e-4,6.891303523089661e-4,7.126369575906622e-5,9.819214864505993e-6,2.1274965539762984e-5
7320,Portalegre,Castelo de Vide,Portalegre_Castelo de Vide,4.385915972812677e-4,3.8473469150928025e-4,4.567422671823242e-5,4.463279483866361e-6,3.7193995698886336e-6
7430,Portalegre,Crato,Portalegre_Crato,4.7057843358230995e-4,4.1612642387914034e-4,4.3888914924685876e-5,6.099815294617359e-6,4.463279483866361e-6
7350,Portalegre,Elvas,Portalegre_Elvas,0.00198883733801085,0.0017061629706993141,2.0159145668796394e-4,3.7491547664477425e-5,4.359136295909479e-5
7354,Portalegre,Elvas,Portalegre_Elvas,0.00198883733801085,0.0017061629706993141,2.0159145668796394e-4,3.7491547664477425e-5,4.359136295909479e-5
7460,Portalegre,Fronteira,Portalegre_Fronteira,3.8012263604261836e-4,3.244804184770844e-4,3.9723187406410607e-5,6.992471191390631e-6,8.926558967732722e-6
7464,Portalegre,Fronteira,Portalegre_Fronteira,3.8012263604261836e-4,3.244804184770844e-4,3.9723187406410607e-5,6.992471191390631e-6,8.926558967732722e-6
6040,Portalegre,Gavião,Portalegre_Gavião,5.236914594403196e-4,4.6105677068339503e-4,4.641810663221015e-5,1.1902078623643627e-5,4.314503501070815e-6
7330,Portalegre,Marvão,Portalegre_Marvão,4.19845823449029e-4,3.615256381931752e-4,4.1806051165548245e-5,8.331455036550539e-6,8.182679053754994e-6
7450,Portalegre,Monforte,Portalegre_Monforte,3.3043145778890624e-4,2.838645751739005e-4,3.555745988813534e-5,2.6779676903198163e-6,8.331455036550539e-6
6050,Portalegre,Nisa,Portalegre_Nisa,0.0010197105860806678,9.160137260721727e-4,8.286822241711876e-5,1.1306974692461446e-5,9.521662898914903e-6
7425,Portalegre,Ponte de Sor,Portalegre_Ponte de Sor,0.0016234435242649908,0.0013999819981060817,1.7049727628369498e-4,2.529191707524271e-5,2.7672332799971434e-5
7400,Portalegre,Ponte de Sor,Portalegre_Ponte de Sor,0.0016234435242649908,0.0013999819981060817,1.7049727628369498e-4,2.529191707524271e-5,2.7672332799971434e-5
7300,Portalegre,Portalegre,Portalegre_Portalegre,0.002328939234681467,0.0020037149362904048,2.794012956900342e-4,2.8862540662335797e-5,1.696046203869217e-5
7301,Portalegre,Portalegre,Portalegre_Portalegre,0.002328939234681467,0.0020037149362904048,2.794012956900342e-4,2.8862540662335797e-5,1.696046203869217e-5
7470,Portalegre,Sousel,Portalegre_Sousel,5.305351546489147e-4,4.6046166675221286e-4,4.716198654618787e-5,6.6949192257995405e-6,1.621658212471444e-5
4600,Porto,Amarante,Porto_Amarante,0.004705040455909122,0.004156205855376355,4.238627749845087e-4,8.316577438270985e-5,4.1806051165548245e-5
4605,Porto,Amarante,Porto_Amarante,0.004705040455909122,0.004156205855376355,4.238627749845087e-4,8.316577438270985e-5,4.1806051165548245e-5
4615,Porto,Amarante,Porto_Amarante,0.004705040455909122,0.004156205855376355,4.238627749845087e-4,8.316577438270985e-5,4.1806051165548245e-5
4640,Porto,Baião,Porto_Baião,0.0017707317472325807,0.00160276366265641,1.2616203341062244e-4,2.8862540662335797e-5,1.2943510503212445e-5
5040,Porto,Baião,Porto_Baião,0.0017707317472325807,0.00160276366265641,1.2616203341062244e-4,2.8862540662335797e-5,1.2943510503212445e-5
4650,Porto,Felgueiras,Porto_Felgueiras,0.00415367666366883,0.003538636750792046,4.339795418146058e-4,1.2199630589234718e-4,5.90640651698315e-5
4615,Porto,Felgueiras,Porto_Felgueiras,0.00415367666366883,0.003538636750792046,4.339795418146058e-4,1.2199630589234718e-4,5.90640651698315e-5
4610,Porto,Felgueiras,Porto_Felgueiras,0.00415367666366883,0.003538636750792046,4.339795418146058e-4,1.2199630589234718e-4,5.90640651698315e-5
4614,Porto,Felgueiras,Porto_Felgueiras,0.00415367666366883,0.003538636750792046,4.339795418146058e-4,1.2199630589234718e-4,5.90640651698315e-5
4620,Porto,Lousada,Porto_Lousada,0.0033239530076180743,0.002814395266543331,3.694107652813391e-4,1.0964789932031692e-4,3.0499076473086795e-5
4815,Porto,Felgueiras,Porto_Felgueiras,0.00415367666366883,0.003538636750792046,4.339795418146058e-4,1.2199630589234718e-4,5.90640651698315e-5
4435,Porto,Gondomar,Porto_Gondomar,0.012364325602189388,0.011002876583627351,0.0011336729889020556,1.8269690687292968e-4,4.478157082145915e-5
4510,Porto,Gondomar,Porto_Gondomar,0.012364325602189388,0.011002876583627351,0.0011336729889020556,1.8269690687292968e-4,4.478157082145915e-5
4515,Porto,Gondomar,Porto_Gondomar,0.012364325602189388,0.011002876583627351,0.0011336729889020556,1.8269690687292968e-4,4.478157082145915e-5
4420,Porto,Gondomar,Porto_Gondomar,0.012364325602189388,0.011002876583627351,0.0011336729889020556,1.8269690687292968e-4,4.478157082145915e-5
4424,Porto,Gondomar,Porto_Gondomar,0.012364325602189388,0.011002876583627351,0.0011336729889020556,1.8269690687292968e-4,4.478157082145915e-5
4624,Porto,Lousada,Porto_Lousada,0.0033239530076180743,0.002814395266543331,3.694107652813391e-4,1.0964789932031692e-4,3.0499076473086795e-5
4650,Porto,Lousada,Porto_Lousada,0.0033239530076180743,0.002814395266543331,3.694107652813391e-4,1.0964789932031692e-4,3.0499076473086795e-5
4425,Porto,Maia,Porto_Maia,0.010515040136040758,0.008935039198752067,0.0013159235678265986,2.2137866239977147e-4,4.225237911393488e-5
4475,Porto,Maia,Porto_Maia,0.010515040136040758,0.008935039198752067,0.0013159235678265986,2.2137866239977147e-4,4.225237911393488e-5
4470,Porto,Maia,Porto_Maia,0.010515040136040758,0.008935039198752067,0.0013159235678265986,2.2137866239977147e-4,4.225237911393488e-5
4477,Porto,Maia,Porto_Maia,0.010515040136040758,0.008935039198752067,0.0013159235678265986,2.2137866239977147e-4,4.225237911393488e-5
4479,Porto,Maia,Porto_Maia,0.010515040136040758,0.008935039198752067,0.0013159235678265986,2.2137866239977147e-4,4.225237911393488e-5
4471,Porto,Maia,Porto_Maia,0.010515040136040758,0.008935039198752067,0.0013159235678265986,2.2137866239977147e-4,4.225237911393488e-5
4474,Porto,Maia,Porto_Maia,0.010515040136040758,0.008935039198752067,0.0013159235678265986,2.2137866239977147e-4,4.225237911393488e-5
4575,Porto,Marco de Canaveses,Porto_Marco de Canaveses,0.003975145484314176,0.003424079244039476,4.176141837070958e-4,1.0682115564720156e-4,2.663090092040262e-5
4625,Porto,Marco de Canaveses,Porto_Marco de Canaveses,0.003975145484314176,0.003424079244039476,4.176141837070958e-4,1.0682115564720156e-4,2.663090092040262e-5
4630,Porto,Marco de Canaveses,Porto_Marco de Canaveses,0.003975145484314176,0.003424079244039476,4.176141837070958e-4,1.0682115564720156e-4,2.663090092040262e-5
4635,Porto,Marco de Canaveses,Porto_Marco de Canaveses,0.003975145484314176,0.003424079244039476,4.176141837070958e-4,1.0682115564720156e-4,2.663090092040262e-5
4634,Porto,Marco de Canaveses,Porto_Marco de Canaveses,0.003975145484314176,0.003424079244039476,4.176141837070958e-4,1.0682115564720156e-4,2.663090092040262e-5
4460,Porto,Matosinhos,Porto_Matosinhos,0.01439080326384751,0.012318205047522767,0.0018214643573658618,2.1736171086429176e-4,3.3474596128997706e-5
4465,Porto,Matosinhos,Porto_Matosinhos,0.01439080326384751,0.012318205047522767,0.0018214643573658618,2.1736171086429176e-4,3.3474596128997706e-5
4455,Porto,Matosinhos,Porto_Matosinhos,0.01439080326384751,0.012318205047522767,0.0018214643573658618,2.1736171086429176e-4,3.3474596128997706e-5
4450,Porto,Matosinhos,Porto_Matosinhos,0.01439080326384751,0.012318205047522767,0.0018214643573658618,2.1736171086429176e-4,3.3474596128997706e-5
4454,Porto,Matosinhos,Porto_Matosinhos,0.01439080326384751,0.012318205047522767,0.0018214643573658618,2.1736171086429176e-4,3.3474596128997706e-5
4459,Porto,Matosinhos,Porto_Matosinhos,0.01439080326384751,0.012318205047522767,0.0018214643573658618,2.1736171086429176e-4,3.3474596128997706e-5
4458,Porto,Matosinhos,Porto_Matosinhos,0.01439080326384751,0.012318205047522767,0.0018214643573658618,2.1736171086429176e-4,3.3474596128997706e-5
