postcodes,district,county,district_county,total,agriculture_animal_production_hunting_forestry_and_fishing,extractive_industries,manufacturing_industries,electricity_gas_steam_hot_and_cold_water_and_cold air,water_collection_treatment_and_distribution,construction,wholesale_and_retail_trade,transport_and_storage,accommodation_catering_and_similar,information_and_communication_activity,real_estate_activities,consulting_scientific_technical_and_similar_activities,administrative_activities_and_support_services,education,human_health_and_social_support_activities,artistic_concert_sporting_and_recreational_activities,other_service_activities
1249,Lisboa,Lisboa,Lisboa_Lisboa,0.09155097150538458,0.001411024077859585,2.435199345418416e-5,0.0013894551693715933,3.798910978852729e-4,5.009552939146456e-5,0.0028944083648401744,0.00945413963015584,0.003765513959258419,0.008328381761330982,0.004325609808704655,0.008542679303727803,0.016903762313411546,0.01540089643166761,0.0032116800509861165,0.008032678983673032,0.004609484475256287,0.002826918554410007
1399,Lisboa,Lisboa,Lisboa_Lisboa,0.09155097150538458,0.001411024077859585,2.435199345418416e-5,0.0013894551693715933,3.798910978852729e-4,5.009552939146456e-5,0.0028944083648401744,0.00945413963015584,0.003765513959258419,0.008328381761330982,0.004325609808704655,0.008542679303727803,0.016903762313411546,0.01540089643166761,0.0032116800509861165,0.008032678983673032,0.004609484475256287,0.002826918554410007
1849,Lisboa,Lisboa,Lisboa_Lisboa,0.09155097150538458,0.001411024077859585,2.435199345418416e-5,0.0013894551693715933,3.798910978852729e-4,5.009552939146456e-5,0.0028944083648401744,0.00945413963015584,0.003765513959258419,0.008328381761330982,0.004325609808704655,0.008542679303727803,0.016903762313411546,0.01540089643166761,0.0032116800509861165,0.008032678983673032,0.004609484475256287,0.002826918554410007
1959,Lisboa,Lisboa,Lisboa_Lisboa,0.09155097150538458,0.001411024077859585,2.435199345418416e-5,0.0013894551693715933,3.798910978852729e-4,5.009552939146456e-5,0.0028944083648401744,0.00945413963015584,0.003765513959258419,0.008328381761330982,0.004325609808704655,0.008542679303727803,0.016903762313411546,0.01540089643166761,0.0032116800509861165,0.008032678983673032,0.004609484475256287,0.002826918554410007
1067,Lisboa,Lisboa,Lisboa_Lisboa,0.09155097150538458,0.001411024077859585,2.435199345418416e-5,0.0013894551693715933,3.798910978852729e-4,5.009552939146456e-5,0.0028944083648401744,0.00945413963015584,0.003765513959258419,0.008328381761330982,0.004325609808704655,0.008542679303727803,0.016903762313411546,0.01540089643166761,0.0032116800509861165,0.008032678983673032,0.004609484475256287,0.002826918554410007
1990,Lisboa,Lisboa,Lisboa_Lisboa,0.09155097150538458,0.001411024077859585,2.435199345418416e-5,0.0013894551693715933,3.798910978852729e-4,5.009552939146456e-5,0.0028944083648401744,0.00945413963015584,0.003765513959258419,0.008328381761330982,0.004325609808704655,0.008542679303727803,0.016903762313411546,0.01540089643166761,0.0032116800509861165,0.008032678983673032,0.004609484475256287,0.002826918554410007
1998,Lisboa,Lisboa,Lisboa_Lisboa,0.09155097150538458,0.001411024077859585,2.435199345418416e-5,0.0013894551693715933,3.798910978852729e-4,5.009552939146456e-5,0.0028944083648401744,0.00945413963015584,0.003765513959258419,0.008328381761330982,0.004325609808704655,0.008542679303727803,0.016903762313411546,0.01540089643166761,0.0032116800509861165,0.008032678983673032,0.004609484475256287,0.002826918554410007
1999,Lisboa,Lisboa,Lisboa_Lisboa,0.09155097150538458,0.001411024077859585,2.435199345418416e-5,0.0013894551693715933,3.798910978852729e-4,5.009552939146456e-5,0.0028944083648401744,0.00945413963015584,0.003765513959258419,0.008328381761330982,0.004325609808704655,0.008542679303727803,0.016903762313411546,0.01540089643166761,0.0032116800509861165,0.008032678983673032,0.004609484475256287,0.002826918554410007
1748,Lisboa,Lisboa,Lisboa_Lisboa,0.09155097150538458,0.001411024077859585,2.435199345418416e-5,0.0013894551693715933,3.798910978852729e-4,5.009552939146456e-5,0.0028944083648401744,0.00945413963015584,0.003765513959258419,0.008328381761330982,0.004325609808704655,0.008542679303727803,0.016903762313411546,0.01540089643166761,0.0032116800509861165,0.008032678983673032,0.004609484475256287,0.002826918554410007
1068,Lisboa,Lisboa,Lisboa_Lisboa,0.09155097150538458,0.001411024077859585,2.435199345418416e-5,0.0013894551693715933,3.798910978852729e-4,5.009552939146456e-5,0.0028944083648401744,0.00945413963015584,0.003765513959258419,0.008328381761330982,0.004325609808704655,0.008542679303727803,0.016903762313411546,0.01540089643166761,0.0032116800509861165,0.008032678983673032,0.004609484475256287,0.002826918554410007
2680,Lisboa,Loures,Lisboa_Loures,0.01637497616983498,2.4282416330029347e-4,1.3915424830962378e-6,5.754028167602943e-4,4.5225130700627724e-5,2.0873137246443565e-5,0.0010965354766798354,0.002495035672191554,0.0011800280256656095,9.399869473315086e-4,3.8545726781765783e-4,7.180359212776587e-4,0.0015606148947924306,0.003704981861243733,6.526334245721355e-4,0.0012482136073373251,5.266988298519259e-4,9.810374505828477e-4
2695,Lisboa,Loures,Lisboa_Loures,0.01637497616983498,2.4282416330029347e-4,1.3915424830962378e-6,5.754028167602943e-4,4.5225130700627724e-5,2.0873137246443565e-5,0.0010965354766798354,0.002495035672191554,0.0011800280256656095,9.399869473315086e-4,3.8545726781765783e-4,7.180359212776587e-4,0.0015606148947924306,0.003704981861243733,6.526334245721355e-4,0.0012482136073373251,5.266988298519259e-4,9.810374505828477e-4
2699,Lisboa,Loures,Lisboa_Loures,0.01637497616983498,2.4282416330029347e-4,1.3915424830962378e-6,5.754028167602943e-4,4.5225130700627724e-5,2.0873137246443565e-5,0.0010965354766798354,0.002495035672191554,0.0011800280256656095,9.399869473315086e-4,3.8545726781765783e-4,7.180359212776587e-4,0.0015606148947924306,0.003704981861243733,6.526334245721355e-4,0.0012482136073373251,5.266988298519259e-4,9.810374505828477e-4
2670,Lisboa,Loures,Lisboa_Loures,0.01637497616983498,2.4282416330029347e-4,1.3915424830962378e-6,5.754028167602943e-4,4.5225130700627724e-5,2.0873137246443565e-5,0.0010965354766798354,0.002495035672191554,0.0011800280256656095,9.399869473315086e-4,3.8545726781765783e-4,7.180359212776587e-4,0.0015606148947924306,0.003704981861243733,6.526334245721355e-4,0.0012482136073373251,5.266988298519259e-4,9.810374505828477e-4
2674,Lisboa,Loures,Lisboa_Loures,0.01637497616983498,2.4282416330029347e-4,1.3915424830962378e-6,5.754028167602943e-4,4.5225130700627724e-5,2.0873137246443565e-5,0.0010965354766798354,0.002495035672191554,0.0011800280256656095,9.399869473315086e-4,3.8545726781765783e-4,7.180359212776587e-4,0.0015606148947924306,0.003704981861243733,6.526334245721355e-4,0.0012482136073373251,5.266988298519259e-4,9.810374505828477e-4
2681,Lisboa,Loures,Lisboa_Loures,0.01637497616983498,2.4282416330029347e-4,1.3915424830962378e-6,5.754028167602943e-4,4.5225130700627724e-5,2.0873137246443565e-5,0.0010965354766798354,0.002495035672191554,0.0011800280256656095,9.399869473315086e-4,3.8545726781765783e-4,7.180359212776587e-4,0.0015606148947924306,0.003704981861243733,6.526334245721355e-4,0.0012482136073373251,5.266988298519259e-4,9.810374505828477e-4
2660,Lisboa,Loures,Lisboa_Loures,0.01637497616983498,2.4282416330029347e-4,1.3915424830962378e-6,5.754028167602943e-4,4.5225130700627724e-5,2.0873137246443565e-5,0.0010965354766798354,0.002495035672191554,0.0011800280256656095,9.399869473315086e-4,3.8545726781765783e-4,7.180359212776587e-4,0.0015606148947924306,0.003704981861243733,6.526334245721355e-4,0.0012482136073373251,5.266988298519259e-4,9.810374505828477e-4
1885,Lisboa,Loures,Lisboa_Loures,0.01637497616983498,2.4282416330029347e-4,1.3915424830962378e-6,5.754028167602943e-4,4.5225130700627724e-5,2.0873137246443565e-5,0.0010965354766798354,0.002495035672191554,0.0011800280256656095,9.399869473315086e-4,3.8545726781765783e-4,7.180359212776587e-4,0.0015606148947924306,0.003704981861243733,6.526334245721355e-4,0.0012482136073373251,5.266988298519259e-4,9.810374505828477e-4
1886,Lisboa,Loures,Lisboa_Loures,0.01637497616983498,2.4282416330029347e-4,1.3915424830962378e-6,5.754028167602943e-4,4.5225130700627724e-5,2.0873137246443565e-5,0.0010965354766798354,0.002495035672191554,0.0011800280256656095,9.399869473315086e-4,3.8545726781765783e-4,7.180359212776587e-4,0.0015606148947924306,0.003704981861243733,6.526334245721355e-4,0.0012482136073373251,5.266988298519259e-4,9.810374505828477e-4
2685,Lisboa,Loures,Lisboa_Loures,0.01637497616983498,2.4282416330029347e-4,1.3915424830962378e-6,5.754028167602943e-4,4.5225130700627724e-5,2.0873137246443565e-5,0.0010965354766798354,0.002495035672191554,0.0011800280256656095,9.399869473315086e-4,3.8545726781765783e-4,7.180359212776587e-4,0.0015606148947924306,0.003704981861243733,6.526334245721355e-4,0.0012482136073373251,5.266988298519259e-4,9.810374505828477e-4
2689,Lisboa,Loures,Lisboa_Loures,0.01637497616983498,2.4282416330029347e-4,1.3915424830962378e-6,5.754028167602943e-4,4.5225130700627724e-5,2.0873137246443565e-5,0.0010965354766798354,0.002495035672191554,0.0011800280256656095,9.399869473315086e-4,3.8545726781765783e-4,7.180359212776587e-4,0.0015606148947924306,0.003704981861243733,6.526334245721355e-4,0.0012482136073373251,5.266988298519259e-4,9.810374505828477e-4
2688,Lisboa,Loures,Lisboa_Loures,0.01637497616983498,2.4282416330029347e-4,1.3915424830962378e-6,5.754028167602943e-4,4.5225130700627724e-5,2.0873137246443565e-5,0.0010965354766798354,0.002495035672191554,0.0011800280256656095,9.399869473315086e-4,3.8545726781765783e-4,7.180359212776587e-4,0.0015606148947924306,0.003704981861243733,6.526334245721355e-4,0.0012482136073373251,5.266988298519259e-4,9.810374505828477e-4
2690,Lisboa,Loures,Lisboa_Loures,0.01637497616983498,2.4282416330029347e-4,1.3915424830962378e-6,5.754028167602943e-4,4.5225130700627724e-5,2.0873137246443565e-5,0.0010965354766798354,0.002495035672191554,0.0011800280256656095,9.399869473315086e-4,3.8545726781765783e-4,7.180359212776587e-4,0.0015606148947924306,0.003704981861243733,6.526334245721355e-4,0.0012482136073373251,5.266988298519259e-4,9.810374505828477e-4
2694,Lisboa,Loures,Lisboa_Loures,0.01637497616983498,2.4282416330029347e-4,1.3915424830962378e-6,5.754028167602943e-4,4.5225130700627724e-5,2.0873137246443565e-5,0.0010965354766798354,0.002495035672191554,0.0011800280256656095,9.399869473315086e-4,3.8545726781765783e-4,7.180359212776587e-4,0.0015606148947924306,0.003704981861243733,6.526334245721355e-4,0.0012482136073373251,5.266988298519259e-4,9.810374505828477e-4
2691,Lisboa,Loures,Lisboa_Loures,0.01637497616983498,2.4282416330029347e-4,1.3915424830962378e-6,5.754028167602943e-4,4.5225130700627724e-5,2.0873137246443565e-5,0.0010965354766798354,0.002495035672191554,0.0011800280256656095,9.399869473315086e-4,3.8545726781765783e-4,7.180359212776587e-4,0.0015606148947924306,0.003704981861243733,6.526334245721355e-4,0.0012482136073373251,5.266988298519259e-4,9.810374505828477e-4
2664,Lisboa,Loures,Lisboa_Loures,0.01637497616983498,2.4282416330029347e-4,1.3915424830962378e-6,5.754028167602943e-4,4.5225130700627724e-5,2.0873137246443565e-5,0.0010965354766798354,0.002495035672191554,0.0011800280256656095,9.399869473315086e-4,3.8545726781765783e-4,7.180359212776587e-4,0.0015606148947924306,0.003704981861243733,6.526334245721355e-4,0.0012482136073373251,5.266988298519259e-4,9.810374505828477e-4
2530,Lisboa,Lourinhã,Lisboa_Lourinhã,0.002758732972738291,4.432062808661517e-4,2.7830849661924755e-6,9.184180388435168e-5,1.252388234786614e-5,1.3915424830962378e-6,3.0892243124736474e-4,4.4181473838305545e-4,5.427015684075327e-5,2.3517067964326418e-4,3.9658960768242774e-5,9.740797381673664e-5,2.0455674501514693e-4,3.910234377500428e-4,8.697140519351485e-5,1.3776270582652753e-4,4.9399758149916435e-5,1.6002738555606733e-4
2665,Lisboa,Mafra,Lisboa_Mafra,0.008946922395067258,5.079130063301268e-4,2.0873137246443567e-6,3.882403527838503e-4,4.3833588217531485e-5,6.9577124154811885e-6,8.905871891815921e-4,0.001458336522284857,2.28212967227783e-4,6.081040651130558e-4,2.3377913716016792e-4,3.8267418285146536e-4,8.933702741477845e-4,0.001592620371903644,4.132881174795826e-4,5.552254507553988e-4,3.0892243124736474e-4,4.327697122429299e-4
2655,Lisboa,Mafra,Lisboa_Mafra,0.008946922395067258,5.079130063301268e-4,2.0873137246443567e-6,3.882403527838503e-4,4.3833588217531485e-5,6.9577124154811885e-6,8.905871891815921e-4,0.001458336522284857,2.28212967227783e-4,6.081040651130558e-4,2.3377913716016792e-4,3.8267418285146536e-4,8.933702741477845e-4,0.001592620371903644,4.132881174795826e-4,5.552254507553988e-4,3.0892243124736474e-4,4.327697122429299e-4
2640,Lisboa,Mafra,Lisboa_Mafra,0.008946922395067258,5.079130063301268e-4,2.0873137246443567e-6,3.882403527838503e-4,4.3833588217531485e-5,6.9577124154811885e-6,8.905871891815921e-4,0.001458336522284857,2.28212967227783e-4,6.081040651130558e-4,2.3377913716016792e-4,3.8267418285146536e-4,8.933702741477845e-4,0.001592620371903644,4.132881174795826e-4,5.552254507553988e-4,3.0892243124736474e-4,4.327697122429299e-4
2644,Lisboa,Mafra,Lisboa_Mafra,0.008946922395067258,5.079130063301268e-4,2.0873137246443567e-6,3.882403527838503e-4,4.3833588217531485e-5,6.9577124154811885e-6,8.905871891815921e-4,0.001458336522284857,2.28212967227783e-4,6.081040651130558e-4,2.3377913716016792e-4,3.8267418285146536e-4,8.933702741477845e-4,0.001592620371903644,4.132881174795826e-4,5.552254507553988e-4,3.0892243124736474e-4,4.327697122429299e-4
2659,Lisboa,Mafra,Lisboa_Mafra,0.008946922395067258,5.079130063301268e-4,2.0873137246443567e-6,3.882403527838503e-4,4.3833588217531485e-5,6.9577124154811885e-6,8.905871891815921e-4,0.001458336522284857,2.28212967227783e-4,6.081040651130558e-4,2.3377913716016792e-4,3.8267418285146536e-4,8.933702741477845e-4,0.001592620371903644,4.132881174795826e-4,5.552254507553988e-4,3.0892243124736474e-4,4.327697122429299e-4
2669,Lisboa,Mafra,Lisboa_Mafra,0.008946922395067258,5.079130063301268e-4,2.0873137246443567e-6,3.882403527838503e-4,4.3833588217531485e-5,6.9577124154811885e-6,8.905871891815921e-4,0.001458336522284857,2.28212967227783e-4,6.081040651130558e-4,2.3377913716016792e-4,3.8267418285146536e-4,8.933702741477845e-4,0.001592620371903644,4.132881174795826e-4,5.552254507553988e-4,3.0892243124736474e-4,4.327697122429299e-4
1685,Lisboa,Odivelas,Lisboa_Odivelas,0.013735220079401415,1.1480225485543961e-4,0,3.360575096677414e-4,1.3219653589414257e-5,1.182811110631802e-5,0.0010610511433608812,0.0018584049861750255,0.0012015969341536013,7.20123235002303e-4,3.3397019594309704e-4,5.260030586103779e-4,0.0012294277838155259,0.003523385567199674,4.7729907170200955e-4,0.0011640252871100028,3.951980651993315e-4,7.688272219106713e-4
2620,Lisboa,Odivelas,Lisboa_Odivelas,0.013735220079401415,1.1480225485543961e-4,0,3.360575096677414e-4,1.3219653589414257e-5,1.182811110631802e-5,0.0010610511433608812,0.0018584049861750255,0.0012015969341536013,7.20123235002303e-4,3.3397019594309704e-4,5.260030586103779e-4,0.0012294277838155259,0.003523385567199674,4.7729907170200955e-4,0.0011640252871100028,3.951980651993315e-4,7.688272219106713e-4
1689,Lisboa,Odivelas,Lisboa_Odivelas,0.013735220079401415,1.1480225485543961e-4,0,3.360575096677414e-4,1.3219653589414257e-5,1.182811110631802e-5,0.0010610511433608812,0.0018584049861750255,0.0012015969341536013,7.20123235002303e-4,3.3397019594309704e-4,5.260030586103779e-4,0.0012294277838155259,0.003523385567199674,4.7729907170200955e-4,0.0011640252871100028,3.951980651993315e-4,7.688272219106713e-4
2675,Lisboa,Odivelas,Lisboa_Odivelas,0.013735220079401415,1.1480225485543961e-4,0,3.360575096677414e-4,1.3219653589414257e-5,1.182811110631802e-5,0.0010610511433608812,0.0018584049861750255,0.0012015969341536013,7.20123235002303e-4,3.3397019594309704e-4,5.260030586103779e-4,0.0012294277838155259,0.003523385567199674,4.7729907170200955e-4,0.0011640252871100028,3.951980651993315e-4,7.688272219106713e-4
1675,Lisboa,Odivelas,Lisboa_Odivelas,0.013735220079401415,1.1480225485543961e-4,0,3.360575096677414e-4,1.3219653589414257e-5,1.182811110631802e-5,0.0010610511433608812,0.0018584049861750255,0.0012015969341536013,7.20123235002303e-4,3.3397019594309704e-4,5.260030586103779e-4,0.0012294277838155259,0.003523385567199674,4.7729907170200955e-4,0.0011640252871100028,3.951980651993315e-4,7.688272219106713e-4
1679,Lisboa,Odivelas,Lisboa_Odivelas,0.013735220079401415,1.1480225485543961e-4,0,3.360575096677414e-4,1.3219653589414257e-5,1.182811110631802e-5,0.0010610511433608812,0.0018584049861750255,0.0012015969341536013,7.20123235002303e-4,3.3397019594309704e-4,5.260030586103779e-4,0.0012294277838155259,0.003523385567199674,4.7729907170200955e-4,0.0011640252871100028,3.951980651993315e-4,7.688272219106713e-4
2621,Lisboa,Odivelas,Lisboa_Odivelas,0.013735220079401415,1.1480225485543961e-4,0,3.360575096677414e-4,1.3219653589414257e-5,1.182811110631802e-5,0.0010610511433608812,0.0018584049861750255,0.0012015969341536013,7.20123235002303e-4,3.3397019594309704e-4,5.260030586103779e-4,0.0012294277838155259,0.003523385567199674,4.7729907170200955e-4,0.0011640252871100028,3.951980651993315e-4,7.688272219106713e-4
1495,Lisboa,Oeiras,Lisboa_Oeiras,0.019326437776482096,2.7065501296221823e-4,2.0873137246443567e-6,3.367532809092895e-4,1.1341071237234337e-4,1.809005228025109e-5,7.653483657029307e-4,0.0021360177115527248,6.122786925623446e-4,0.0010784454243995842,9.406827185730567e-4,0.0012461262936126808,0.003249251698029715,0.0038336995409301348,9.587727708533077e-4,0.001971815698547369,9.678177969934333e-4,8.25184692476069e-4
1499,Lisboa,Oeiras,Lisboa_Oeiras,0.019326437776482096,2.7065501296221823e-4,2.0873137246443567e-6,3.367532809092895e-4,1.1341071237234337e-4,1.809005228025109e-5,7.653483657029307e-4,0.0021360177115527248,6.122786925623446e-4,0.0010784454243995842,9.406827185730567e-4,0.0012461262936126808,0.003249251698029715,0.0038336995409301348,9.587727708533077e-4,0.001971815698547369,9.678177969934333e-4,8.25184692476069e-4
2790,Lisboa,Oeiras,Lisboa_Oeiras,0.019326437776482096,2.7065501296221823e-4,2.0873137246443567e-6,3.367532809092895e-4,1.1341071237234337e-4,1.809005228025109e-5,7.653483657029307e-4,0.0021360177115527248,6.122786925623446e-4,0.0010784454243995842,9.406827185730567e-4,0.0012461262936126808,0.003249251698029715,0.0038336995409301348,9.587727708533077e-4,0.001971815698547369,9.678177969934333e-4,8.25184692476069e-4
2760,Lisboa,Oeiras,Lisboa_Oeiras,0.019326437776482096,2.7065501296221823e-4,2.0873137246443567e-6,3.367532809092895e-4,1.1341071237234337e-4,1.809005228025109e-5,7.653483657029307e-4,0.0021360177115527248,6.122786925623446e-4,0.0010784454243995842,9.406827185730567e-4,0.0012461262936126808,0.003249251698029715,0.0038336995409301348,9.587727708533077e-4,0.001971815698547369,9.678177969934333e-4,8.25184692476069e-4
2730,Lisboa,Oeiras,Lisboa_Oeiras,0.019326437776482096,2.7065501296221823e-4,2.0873137246443567e-6,3.367532809092895e-4,1.1341071237234337e-4,1.809005228025109e-5,7.653483657029307e-4,0.0021360177115527248,6.122786925623446e-4,0.0010784454243995842,9.406827185730567e-4,0.0012461262936126808,0.003249251698029715,0.0038336995409301348,9.587727708533077e-4,0.001971815698547369,9.678177969934333e-4,8.25184692476069e-4
2734,Lisboa,Oeiras,Lisboa_Oeiras,0.019326437776482096,2.7065501296221823e-4,2.0873137246443567e-6,3.367532809092895e-4,1.1341071237234337e-4,1.809005228025109e-5,7.653483657029307e-4,0.0021360177115527248,6.122786925623446e-4,0.0010784454243995842,9.406827185730567e-4,0.0012461262936126808,0.003249251698029715,0.0038336995409301348,9.587727708533077e-4,0.001971815698547369,9.678177969934333e-4,8.25184692476069e-4
2794,Lisboa,Oeiras,Lisboa_Oeiras,0.019326437776482096,2.7065501296221823e-4,2.0873137246443567e-6,3.367532809092895e-4,1.1341071237234337e-4,1.809005228025109e-5,7.653483657029307e-4,0.0021360177115527248,6.122786925623446e-4,0.0010784454243995842,9.406827185730567e-4,0.0012461262936126808,0.003249251698029715,0.0038336995409301348,9.587727708533077e-4,0.001971815698547369,9.678177969934333e-4,8.25184692476069e-4
2761,Lisboa,Oeiras,Lisboa_Oeiras,0.019326437776482096,2.7065501296221823e-4,2.0873137246443567e-6,3.367532809092895e-4,1.1341071237234337e-4,1.809005228025109e-5,7.653483657029307e-4,0.0021360177115527248,6.122786925623446e-4,0.0010784454243995842,9.406827185730567e-4,0.0012461262936126808,0.003249251698029715,0.0038336995409301348,9.587727708533077e-4,0.001971815698547369,9.678177969934333e-4,8.25184692476069e-4
2795,Lisboa,Oeiras,Lisboa_Oeiras,0.019326437776482096,2.7065501296221823e-4,2.0873137246443567e-6,3.367532809092895e-4,1.1341071237234337e-4,1.809005228025109e-5,7.653483657029307e-4,0.0021360177115527248,6.122786925623446e-4,0.0010784454243995842,9.406827185730567e-4,0.0012461262936126808,0.003249251698029715,0.0038336995409301348,9.587727708533077e-4,0.001971815698547369,9.678177969934333e-4,8.25184692476069e-4
2799,Lisboa,Oeiras,Lisboa_Oeiras,0.019326437776482096,2.7065501296221823e-4,2.0873137246443567e-6,3.367532809092895e-4,1.1341071237234337e-4,1.809005228025109e-5,7.653483657029307e-4,0.0021360177115527248,6.122786925623446e-4,0.0010784454243995842,9.406827185730567e-4,0.0012461262936126808,0.003249251698029715,0.0038336995409301348,9.587727708533077e-4,0.001971815698547369,9.678177969934333e-4,8.25184692476069e-4
2780,Lisboa,Oeiras,Lisboa_Oeiras,0.019326437776482096,2.7065501296221823e-4,2.0873137246443567e-6,3.367532809092895e-4,1.1341071237234337e-4,1.809005228025109e-5,7.653483657029307e-4,0.0021360177115527248,6.122786925623446e-4,0.0010784454243995842,9.406827185730567e-4,0.0012461262936126808,0.003249251698029715,0.0038336995409301348,9.587727708533077e-4,0.001971815698547369,9.678177969934333e-4,8.25184692476069e-4
2784,Lisboa,Oeiras,Lisboa_Oeiras,0.019326437776482096,2.7065501296221823e-4,2.0873137246443567e-6,3.367532809092895e-4,1.1341071237234337e-4,1.809005228025109e-5,7.653483657029307e-4,0.0021360177115527248,6.122786925623446e-4,0.0010784454243995842,9.406827185730567e-4,0.0012461262936126808,0.003249251698029715,0.0038336995409301348,9.587727708533077e-4,0.001971815698547369,9.678177969934333e-4,8.25184692476069e-4
2770,Lisboa,Oeiras,Lisboa_Oeiras,0.019326437776482096,2.7065501296221823e-4,2.0873137246443567e-6,3.367532809092895e-4,1.1341071237234337e-4,1.809005228025109e-5,7.653483657029307e-4,0.0021360177115527248,6.122786925623446e-4,0.0010784454243995842,9.406827185730567e-4,0.0012461262936126808,0.003249251698029715,0.0038336995409301348,9.587727708533077e-4,0.001971815698547369,9.678177969934333e-4,8.25184692476069e-4
2774,Lisboa,Oeiras,Lisboa_Oeiras,0.019326437776482096,2.7065501296221823e-4,2.0873137246443567e-6,3.367532809092895e-4,1.1341071237234337e-4,1.809005228025109e-5,7.653483657029307e-4,0.0021360177115527248,6.122786925623446e-4,0.0010784454243995842,9.406827185730567e-4,0.0012461262936126808,0.003249251698029715,0.0038336995409301348,9.587727708533077e-4,0.001971815698547369,9.678177969934333e-4,8.25184692476069e-4
2740,Lisboa,Oeiras,Lisboa_Oeiras,0.019326437776482096,2.7065501296221823e-4,2.0873137246443567e-6,3.367532809092895e-4,1.1341071237234337e-4,1.809005228025109e-5,7.653483657029307e-4,0.0021360177115527248,6.122786925623446e-4,0.0010784454243995842,9.406827185730567e-4,0.0012461262936126808,0.003249251698029715,0.0038336995409301348,9.587727708533077e-4,0.001971815698547369,9.678177969934333e-4,8.25184692476069e-4
2744,Lisboa,Oeiras,Lisboa_Oeiras,0.019326437776482096,2.7065501296221823e-4,2.0873137246443567e-6,3.367532809092895e-4,1.1341071237234337e-4,1.809005228025109e-5,7.653483657029307e-4,0.0021360177115527248,6.122786925623446e-4,0.0010784454243995842,9.406827185730567e-4,0.0012461262936126808,0.003249251698029715,0.0038336995409301348,9.587727708533077e-4,0.001971815698547369,9.678177969934333e-4,8.25184692476069e-4
2735,Lisboa,Sintra,Lisboa_Sintra,0.03320359518915933,4.244204573443525e-4,1.739428103870297e-5,0.0012398643524387477,6.957712415481188e-5,3.9658960768242774e-5,0.0026787192799602576,0.004362485684506705,0.0016322793326718867,0.001972511469788917,7.667399081860269e-4,0.0013205738164583296,0.003014776789627999,0.008827945512762532,0.001259345947202095,0.002412238894447328,0.001199509620428957,0.0019655537573734358
2739,Lisboa,Sintra,Lisboa_Sintra,0.03320359518915933,4.244204573443525e-4,1.739428103870297e-5,0.0012398643524387477,6.957712415481188e-5,3.9658960768242774e-5,0.0026787192799602576,0.004362485684506705,0.0016322793326718867,0.001972511469788917,7.667399081860269e-4,0.0013205738164583296,0.003014776789627999,0.008827945512762532,0.001259345947202095,0.002412238894447328,0.001199509620428957,0.0019655537573734358
2725,Lisboa,Sintra,Lisboa_Sintra,0.03320359518915933,4.244204573443525e-4,1.739428103870297e-5,0.0012398643524387477,6.957712415481188e-5,3.9658960768242774e-5,0.0026787192799602576,0.004362485684506705,0.0016322793326718867,0.001972511469788917,7.667399081860269e-4,0.0013205738164583296,0.003014776789627999,0.008827945512762532,0.001259345947202095,0.002412238894447328,0.001199509620428957,0.0019655537573734358
2729,Lisboa,Sintra,Lisboa_Sintra,0.03320359518915933,4.244204573443525e-4,1.739428103870297e-5,0.0012398643524387477,6.957712415481188e-5,3.9658960768242774e-5,0.0026787192799602576,0.004362485684506705,0.0016322793326718867,0.001972511469788917,7.667399081860269e-4,0.0013205738164583296,0.003014776789627999,0.008827945512762532,0.001259345947202095,0.002412238894447328,0.001199509620428957,0.0019655537573734358
2605,Lisboa,Sintra,Lisboa_Sintra,0.03320359518915933,4.244204573443525e-4,1.739428103870297e-5,0.0012398643524387477,6.957712415481188e-5,3.9658960768242774e-5,0.0026787192799602576,0.004362485684506705,0.0016322793326718867,0.001972511469788917,7.667399081860269e-4,0.0013205738164583296,0.003014776789627999,0.008827945512762532,0.001259345947202095,0.002412238894447328,0.001199509620428957,0.0019655537573734358
2715,Lisboa,Sintra,Lisboa_Sintra,0.03320359518915933,4.244204573443525e-4,1.739428103870297e-5,0.0012398643524387477,6.957712415481188e-5,3.9658960768242774e-5,0.0026787192799602576,0.004362485684506705,0.0016322793326718867,0.001972511469788917,7.667399081860269e-4,0.0013205738164583296,0.003014776789627999,0.008827945512762532,0.001259345947202095,0.002412238894447328,0.001199509620428957,0.0019655537573734358
2609,Lisboa,Sintra,Lisboa_Sintra,0.03320359518915933,4.244204573443525e-4,1.739428103870297e-5,0.0012398643524387477,6.957712415481188e-5,3.9658960768242774e-5,0.0026787192799602576,0.004362485684506705,0.0016322793326718867,0.001972511469788917,7.667399081860269e-4,0.0013205738164583296,0.003014776789627999,0.008827945512762532,0.001259345947202095,0.002412238894447328,0.001199509620428957,0.0019655537573734358
2745,Lisboa,Sintra,Lisboa_Sintra,0.03320359518915933,4.244204573443525e-4,1.739428103870297e-5,0.0012398643524387477,6.957712415481188e-5,3.9658960768242774e-5,0.0026787192799602576,0.004362485684506705,0.0016322793326718867,0.001972511469788917,7.667399081860269e-4,0.0013205738164583296,0.003014776789627999,0.008827945512762532,0.001259345947202095,0.002412238894447328,0.001199509620428957,0.0019655537573734358
