year,month,date,postcodes,energy_kwh,energy_normalized
2023,5,2023-05,4500,7508857.13,0.07960289446039369
2023,6,2023-06,4500,7307630.371,0
2023,7,2023-07,4500,7577347.628,0.1066969147136036
2023,8,2023-08,4500,7424865.517,0.046376818870729024
2023,9,2023-09,4500,7637186.72,0.13036854242730053
2023,10,2023-10,4500,8224017.3,0.36251168759355407
2023,11,2023-11,4500,8440024.376,0.44796149833928245
2023,12,2023-12,4500,9503579.459,0.8686911440662927
2023,1,2023-01,4505,10129865.713,1
2023,2,2023-02,4505,9155829.207,0.7501749763132372
2023,3,2023-03,4505,9525298.331,0.8449379878495087
2023,4,2023-04,4505,7614492.99,0.3548465111588821
2023,5,2023-05,4505,8250226.33,0.5179021007036593
2023,6,2023-06,4505,8145167.429,0.4909561471699317
2023,7,2023-07,4505,8159866.692,0.4947262766307191
2023,8,2023-08,4505,6230990.846,0
2023,9,2023-09,4505,7182095.937,0.24394347688614856
2023,10,2023-10,4505,8803963.635,0.6599269986266015
2023,11,2023-11,4505,9187200.099,0.7582211160510168
2023,12,2023-12,4505,8891543.791,0.6823899293406073
2023,1,2023-01,4510,9351460.329,0.9559491307962078
2023,2,2023-02,4510,8161304.509,0.3535385627960652
2023,3,2023-03,4510,8478389.12,0.5140344553562629
2023,4,2023-04,4510,7567759.337,0.05310909113389094
2023,5,2023-05,4510,7591882.642,0.06531936950491171
2023,6,2023-06,4510,7462834.063,0
2023,7,2023-07,4510,7733627.734,0.13706521987848092
2023,8,2023-08,4510,7601456.102,0.07016508246065445
2023,9,2023-09,4510,7483902.567,0.010664056964871294
2023,10,2023-10,4510,8185989.089,0.3660329367332905
2023,11,2023-11,4510,8640885.232,0.5962836646469721
2023,12,2023-12,4510,9438489.676,1
2023,1,2023-01,4515,4247633.866,0.9242078496191126
2023,2,2023-02,4515,3306084.036,0.21806454281186022
2023,3,2023-03,4515,4189005.025,0.8802374060600957
2023,4,2023-04,4515,3709846.603,0.5208782921663313
2023,5,2023-05,4515,3472318.426,0.3427369691875163
2023,6,2023-06,4515,3100082.912,0.06356787118337015
2023,7,2023-07,4515,3015323.462,0
2023,8,2023-08,4515,3686123.968,0.503086796282272
2023,9,2023-09,4515,3133978.076,0.08898855783118574
2023,10,2023-10,4515,3785873.13,0.57789664793498
2023,11,2023-11,4515,3493579.569,0.3586823959149811
2023,12,2023-12,4515,4348692.795,1
2023,1,2023-01,4520,20211799.765,0.9912348297755765
2023,2,2023-02,4520,18798225.829,0.7479728353504752
2023,3,2023-03,4520,20262733.394,1
2023,4,2023-04,4520,17843030.295,0.5835931982129177
2023,5,2023-05,4520,18332263.891,0.6677854270534496
2023,6,2023-06,4520,17833743.504,0.5819950339832757
2023,7,2023-07,4520,17382544.123,0.5043481147029026
2023,8,2023-08,4520,14451821.832,0
2023,9,2023-09,4520,16849667.866,0.4126454186087645
2023,10,2023-10,4520,18788155.479,0.7462398284216044
2023,11,2023-11,4520,19787644.974,0.9182420150554682
2023,12,2023-12,4520,19540200.726,0.8756593246531323
2023,1,2023-01,4525,4260127.46,1
2023,2,2023-02,4525,3827218.912,0.5727673269261818
2023,3,2023-03,4525,4156158.923,0.8973945971191953
2023,4,2023-04,4525,3575138.999,0.3239924400435933
2023,5,2023-05,4525,3800791.176,0.5466860856415463
2023,6,2023-06,4525,3584795.53,0.3335223640213249
2023,7,2023-07,4525,3889513.253,0.6342449252451735
2023,8,2023-08,4525,3246842.252,0
2023,9,2023-09,4525,3743232.6,0.48988216158781644
2023,10,2023-10,4525,3931073.935,0.6752607040919126
2023,11,2023-11,4525,4083667.796,0.8258539031194464
2023,12,2023-12,4525,4013181.43,0.7562916856475026
2023,1,2023-01,4535,20456448.646,1
2023,2,2023-02,4535,18497784.144,0.773385340207232
2023,3,2023-03,4535,20320360.385,0.9842547843508606
2023,4,2023-04,4535,16715524.9,0.5671805145062677
2023,5,2023-05,4535,18238643.247,0.7434031119327709
2023,6,2023-06,4535,16925956.678,0.5915271679185105
2023,7,2023-07,4535,16532897.172,0.5460507496041179
2023,8,2023-08,4535,11813298.623,0
2023,9,2023-09,4535,17037920.365,0.6044812051274049
2023,10,2023-10,4535,18660341.385,0.7921929786917458
2023,11,2023-11,4535,19271767.664,0.8629341179029075
2023,12,2023-12,4535,16279324.791,0.5167127906047685
2023,1,2023-01,4540,5360148.673,1
2023,2,2023-02,4540,4713407.651,0.4372802790433881
2023,3,2023-03,4540,4792353.94,0.5059702680891741
2023,4,2023-04,4540,4210835.795,0
2023,5,2023-05,4540,4254419.669,0.0379216789738258
2023,6,2023-06,4540,4283132.272,0.06290408676687596
2023,7,2023-07,4540,4366982.485,0.1358609069722791
2023,8,2023-08,4540,4295475.101,0.07364339826008617
2023,9,2023-09,4540,4324016.823,0.09847712504270738
2023,10,2023-10,4540,4723791.436,0.4463150555596573
2023,11,2023-11,4540,4910703.726,0.6089446524064787
2023,12,2023-12,4540,5274420.429,0.9254091330211295
2023,1,2023-01,4550,4214360.978,0.8219257018806199
2023,2,2023-02,4550,3699039.754,0.3065138839453815
2023,3,2023-03,4550,3743128.552,0.35061043279577286
2023,4,2023-04,4550,3392579.746,0
2023,5,2023-05,4550,3540557.409,0.14800367760641306
2023,6,2023-06,4550,3565238.561,0.17268916857516087
2023,7,2023-07,4550,3794134.592,0.4016254397035371
2023,8,2023-08,4550,3827264.223,0.434760894922501
2023,9,2023-09,4550,3655781.986,0.2632485111908122
2023,10,2023-10,4550,3643245.35,0.25070967123891397
2023,11,2023-11,4550,3870162.873,0.47766708654380213
2023,12,2023-12,4550,4392403.976,1
2023,1,2023-01,4560,15379482.174,0.9688659324927983
2023,2,2023-02,4560,13252649.122,0.3924982743852195
2023,3,2023-03,4560,13708633.571,0.5160691812584521
2023,4,2023-04,4560,11804305.706,0
2023,5,2023-05,4560,12085482.207,0.0761982898675835
2023,6,2023-06,4560,12159730.22,0.09631935829451482
2023,7,2023-07,4560,12635327.289,0.22520524738890646
2023,8,2023-08,4560,12887396.383,0.29351548605736133
2023,9,2023-09,4560,12324052.467,0.1408503705379548
2023,10,2023-10,4560,13112615.248,0.3545493644144939
2023,11,2023-11,4560,13881124.284,0.5628138320450415
2023,12,2023-12,4560,15494368.849,1
2023,1,2023-01,4570,4079911.024,0.26463141581620053
2023,2,2023-02,4570,3608002.224,0.07388433091934343
2023,3,2023-03,4570,3790762.12,0.14775648036443279
2023,4,2023-04,4570,3425212.191,0
2023,5,2023-05,4570,3694699.694,0.10892773267500629
2023,6,2023-06,4570,4201996.747,0.3139788655136319
2023,7,2023-07,4570,5346531.495,0.7766035649135132
2023,8,2023-08,4570,5899214.875,1
2023,9,2023-09,4570,5656727.28,0.90198571870264
2023,10,2023-10,4570,4892008.031,0.5928836898545581
2023,11,2023-11,4570,4828691.825,0.5672910717020063
2023,12,2023-12,4570,5149071.494,0.6967895848087123
2023,1,2023-01,4575,8175160.392,1
2023,2,2023-02,4575,7158732.331,0.41615858232236863
2023,3,2023-03,4575,7375726.518,0.54080114053868
2023,4,2023-04,4575,6574527.323,0.08058827176883865
2023,5,2023-05,4575,6671765.166,0.13644218045882625
2023,6,2023-06,4575,6508568.27,0.042701058212074976
2023,7,2023-07,4575,6866163.831,0.24810575658695422
2023,8,2023-08,4575,6775502.644,0.19602951235739158
2023,9,2023-09,4575,6434228.642,0
2023,10,2023-10,4575,6987816.977,0.31798393877301623
2023,11,2023-11,4575,7211520.368,0.4464802976911644
2023,12,2023-12,4575,8029445.538,0.9163006510737711
2023,1,2023-01,4580,13210129.667,0.9731964583496329
2023,2,2023-02,4580,11312380.293,0.4835138445187547
2023,3,2023-03,4580,11505852.025,0.5334360021682966
2023,4,2023-04,4580,9657467.525,0.05649117176811494
2023,5,2023-05,4580,9782332.144,0.08871040674435383
2023,6,2023-06,4580,9766610.346,0.08465365865936653
2023,7,2023-07,4580,10010378.932,0.14755408165396625
2023,8,2023-08,4580,9474399.834,0.009253603591283932
2023,9,2023-09,4580,9438537.788,0
2023,10,2023-10,4580,10701037.497,0.32576701957265014
2023,11,2023-11,4580,11793058.01,0.6075447224079122
2023,12,2023-12,4580,13314005.939,1
2023,1,2023-01,4585,12397652.351,1
2023,2,2023-02,4585,10649290.26,0.590347612089013
2023,3,2023-03,4585,11077524.704,0.6906856733369527
2023,4,2023-04,4585,9121231.159,0.2323136196934607
2023,5,2023-05,4585,9217584.236,0.25488976011586306
2023,6,2023-06,4585,9047649.29,0.2150729185263683
2023,7,2023-07,4585,8976936.425,0.1985044432932385
2023,8,2023-08,4585,8129736.082,0
2023,9,2023-09,4585,8947555.921,0.19162040383505935
2023,10,2023-10,4585,10266339.009,0.5006196917496273
2023,11,2023-11,4585,11054278.375,0.6852389102013098
2023,12,2023-12,4585,11437703.522,0.7750778673957157
2023,1,2023-01,4590,10177157.414,1
2023,2,2023-02,4590,8766085.69,0.5099810850401811
2023,3,2023-03,4590,8972458.359,0.5816475422590076
2023,4,2023-04,4590,7576344.156,0.09682288361249144
2023,5,2023-05,4590,7638992.996,0.11857877034606418
2023,6,2023-06,4590,7643026.385,0.11997943401735366
2023,7,2023-07,4590,7802242.538,0.17526998035186186
2023,8,2023-08,4590,7297530.361,0
2023,9,2023-09,4590,7426930.871,0.04493655171949819
2023,10,2023-10,4590,8514198.845,0.4225090477367454
2023,11,2023-11,4590,9213482.963,0.6653474796341966
2023,12,2023-12,4590,10134699.422,0.9852557323505599
2023,1,2023-01,4595,10637013.257,1
2023,2,2023-02,4595,8585353.048,0.47387392732642747
2023,3,2023-03,4595,9819944.403,0.7904715286804512
2023,4,2023-04,4595,8043479.575,0.33491633533099807
2023,5,2023-05,4595,8713492.736,0.5067339645320603
2023,6,2023-06,4595,8343005.981,0.41172664288559074
2023,7,2023-07,4595,8819388.734,0.5338898479942367
2023,8,2023-08,4595,6737453.217,0
2023,9,2023-09,4595,9093191.694,0.60410365601141
2023,10,2023-10,4595,9862197.366,0.801306844092084
2023,11,2023-11,4595,10247195.595,0.9000354763097842
2023,12,2023-12,4595,10014542.394,0.8403740789691752
2023,1,2023-01,4600,9160293.278,0.9432557780135284
2023,2,2023-02,4600,7881159.945,0.42117780378784747
2023,3,2023-03,4600,7942756.475,0.4463184132709177
2023,4,2023-04,4600,6849240.204,0
2023,5,2023-05,4600,7097729.779,0.10142096260437336
2023,6,2023-06,4600,7184975.319,0.13703020959084494
2023,7,2023-07,4600,7610509.112,0.31071172885277004
2023,8,2023-08,4600,7718544.666,0.35480641524827294
2023,9,2023-09,4600,7247364.795,0.1624944598005466
2023,10,2023-10,4600,7797731.975,0.387126697114544
2023,11,2023-11,4600,8224680.233,0.5613855299393028
2023,12,2023-12,4600,9299321.219,1
2023,1,2023-01,4605,1841878.529,0.6902340251655782
2023,2,2023-02,4605,1618100.293,0.33696461253549626
2023,3,2023-03,4605,1697226.482,0.46187784275546656
2023,4,2023-04,4605,1486710.739,0.1295453773275271
2023,5,2023-05,4605,1432663.637,0.0442234607766338
2023,6,2023-06,4605,1404650.32,0
2023,7,2023-07,4605,1494215.15,0.14139227948160732
2023,8,2023-08,4605,1563236.236,0.2503530030361107
2023,9,2023-09,4605,1500407.442,0.15116779383356602
2023,10,2023-10,4605,1616385.537,0.3342575984140518
2023,11,2023-11,4605,1707689.089,0.47839472614652756
2023,12,2023-12,4605,2038099.546,1
2023,1,2023-01,4610,9926448.551,1
2023,2,2023-02,4610,8508854.89,0.5515021253628181
2023,3,2023-03,4610,8614454.052,0.5849115578563701
2023,4,2023-04,4610,7284440.612,0.1641222883430615
2023,5,2023-05,4610,7473951.579,0.22407971356178022
2023,6,2023-06,4610,7313532.316,0.1733263132851383
2023,7,2023-07,4610,7682569.68,0.29008224833845403
2023,8,2023-08,4610,6765689.624,0
2023,9,2023-09,4610,6885400.213,0.037874001708071606
2023,10,2023-10,4610,8057815.87,0.4088025299754219
2023,11,2023-11,4610,8605874.738,0.5821972369612481
2023,12,2023-12,4610,9167433.423,0.7598630121657487
2023,1,2023-01,4615,4345731.16,1
2023,2,2023-02,4615,3703763.348,0.4073515755811978
2023,3,2023-03,4615,3909093.956,0.5969075923183024
2023,4,2023-04,4615,3366851.521,0.09632311012347768
2023,5,2023-05,4615,3307010.481,0.04107937763618196
2023,6,2023-06,4615,3262512.534,0
2023,7,2023-07,4615,3385226.138,0.11328609114961784
2023,8,2023-08,4615,3298276.801,0.03301666546490864
2023,9,2023-09,4615,3332903.754,0.06498339145065642
2023,10,2023-10,4615,3745167.596,0.44557492865710735
2023,11,2023-11,4615,3963892.661,0.6474963688447504
2023,12,2023-12,4615,4231467.05,0.8945142677042554
2023,1,2023-01,4620,12419382.337,0.786940667386495
2023,2,2023-02,4620,10897132.444,0.40204063052863204
2023,3,2023-03,4620,10949662.977,0.41532294651422635
2023,4,2023-04,4620,9359482.763,0.013246765859671671
2023,5,2023-05,4620,9307092.828,0
2023,6,2023-06,4620,9656167.651,0.08826337440172995
2023,7,2023-07,4620,10197557.789,0.2251535689939024
2023,8,2023-08,4620,9386943.33,0.02019015491756648
2023,9,2023-09,4620,9605655.627,0.07549143729155579
2023,10,2023-10,4620,10837518.447,0.38696726461935665
2023,11,2023-11,4620,11484445.279,0.5505423534573758
2023,12,2023-12,4620,13262015.528,1
2023,1,2023-01,4625,2902071.379,1
2023,2,2023-02,4625,2440131.852,0.3526227060989157
2023,3,2023-03,4625,2456952.493,0.3761957073594498
2023,4,2023-04,4625,2188516.036,0
2023,5,2023-05,4625,2247532.431,0.0827075230799582
2023,6,2023-06,4625,2219254.809,0.04307833064603656
2023,7,2023-07,4625,2314803.927,0.17698401706172948
2023,8,2023-08,4625,2271697.075,0.11657265244526421
2023,9,2023-09,4625,2226611.339,0.053388014501911295
2023,10,2023-10,4625,2422604.704,0.3280595826188074
2023,11,2023-11,4625,2571267.787,0.5364009319736815
2023,12,2023-12,4625,2810048.168,0.87103563598429945
2023,1,2023-01,4630,5715646.907,0.7889378246651144
2023,2,2023-02,4630,4903376.843,0.36718881692710037
2023,3,2023-03,4630,4891682.943,0.3611170792869111
2023,4,2023-04,4630,4212709.826,0.008578864391505861
2023,5,2023-05,4630,4203678.379,0.003889532629195918
2023,6,2023-06,4630,4245628.102,0.02567077858944918
2023,7,2023-07,4630,4417137.985,0.11472259297776462
2023,8,2023-08,4630,4454954.725,0.1343579005900444
2023,9,2023-09,4630,4196187.31,0
2023,10,2023-10,4630,4583018.187,0.20085134952994652
2023,11,2023-11,4630,5090826.407,0.4645168745790233
2023,12,2023-12,4630,6122143.386,1
2023,1,2023-01,4635,2805612.575,0.8344524038354615
2023,2,2023-02,4635,2469169.185,0.40168319593675433
2023,3,2023-03,4635,2560960.18,0.5197545190154578
2023,4,2023-04,4635,2208952.73,0.06696516473227868
2023,5,2023-05,4635,2187998.457,0.04001155411652759
2023,6,2023-06,4635,2157112.873,2.83236900460746e-4
2023,7,2023-07,4635,2281000.883,0.15964114836320933
2023,8,2023-08,4635,2260065.254,0.13271151963966366
2023,9,2023-09,4635,2156892.679,0
2023,10,2023-10,4635,2423949.702,0.3435170960187293
2023,11,2023-11,4635,2594562.913,0.562977921750883
2023,12,2023-12,4635,2934312.569,1
2023,1,2023-01,4640,3293896.794,0.7435971538115429
2023,2,2023-02,4640,2916841.207,0.34971687128561646
2023,3,2023-03,4640,2950961.488,0.3853596422284164
2023,4,2023-04,4640,2582062.58,0
2023,5,2023-05,4640,2637123.775,0.05751809491902594
2023,6,2023-06,4640,2670405.156,0.0922845330864917
2023,7,2023-07,4640,2902425.078,0.33465747643981064
2023,8,2023-08,4640,2971263.206,0.40656724847349146
2023,9,2023-09,4640,2806111.038,0.23404578258255093
2023,10,2023-10,4640,2920236.929,0.35326411468116264
2023,11,2023-11,4640,3055841.421,0.49491945002763166
2023,12,2023-12,4640,3539347.328,1
2023,1,2023-01,4650,4941281.498,1
2023,2,2023-02,4650,4172624.955,0.5410058365921145
2023,3,2023-03,4650,4283314.784,0.6071029588013728
2023,4,2023-04,4650,3731513.54,0.27760137234677
2023,5,2023-05,4650,3768000.508,0.29938913374028775
2023,6,2023-06,4650,3691977.715,0.2539930220558968
2023,7,2023-07,4650,3773217.32,0.30250429132452
2023,8,2023-08,4650,3266627.212,0
2023,9,2023-09,4650,3303128.673,0.021796415717052736
2023,10,2023-10,4650,3991806.185,0.43303204671104295
2023,11,2023-11,4650,4307317.187,0.6214357098656721
2023,12,2023-12,4650,4503343.423,0.7384904582031451
2023,1,2023-01,4660,2168017.165,0.8645025207577857
2023,2,2023-02,4660,1860009.996,0.318816030603314
2023,3,2023-03,4660,1854594.19,0.3092210196264832
2023,4,2023-04,4660,1680057.542,0
2023,5,2023-05,4660,1800520.323,0.21342007191441992
2023,6,2023-06,4660,1784397.784,0.1848562831303717
2023,7,2023-07,4660,1969234.461,0.5123255360422925
2023,8,2023-08,4660,1947027.726,0.4729825710090974
2023,9,2023-09,4660,1753521.933,0.13015452142325232
2023,10,2023-10,4660,1872913.062,0.34167598162533525
2023,11,2023-11,4660,1945089.484,0.4695486493978442
2023,12,2023-12,4660,2244497.334,1
2023,1,2023-01,4690,3066928.949,0.6700262383932863
2023,2,2023-02,4690,2724970.864,0.19416068561505304
2023,3,2023-03,4690,2833452.349,0.34512246745369146
2023,4,2023-04,4690,2585446.547,0
2023,5,2023-05,4690,2672184.089,0.1207031217596607
2023,6,2023-06,4690,2707614.202,0.1700073232021861
2023,7,2023-07,4690,2865406.15,0.3895890668506048
2023,8,2023-08,4690,2935571.2,0.4872300695599354
2023,9,2023-09,4690,2748114.243,0.22636678725172302
2023,10,2023-10,4690,2765529.454,0.25060162588483975
2023,11,2023-11,4690,2834471.097,0.3465401472847204
2023,12,2023-12,4690,3304048.856,1
2023,1,2023-01,4700,20340264.526,0.9757312602347828
2023,2,2023-02,4700,17697251.064,0.40712200216069794
2023,3,2023-03,4700,18140509.484,0.5024831665872195
2023,4,2023-04,4700,15804863.775,0
2023,5,2023-05,4700,16424991.619,0.1334122729065093
2023,6,2023-06,4700,16650999.532,0.18203487493917409
2023,7,2023-07,4700,17217685.784,0.3039498988099473
2023,8,2023-08,4700,16743996.525,0.20204194336811698
2023,9,2023-09,4700,16715103.052,0.19582589623785296
2023,10,2023-10,4700,18147577.854,0.5040038325540324
2023,11,2023-11,4700,18909334.136,0.6678855836570065
2023,12,2023-12,4700,20453070.649,1
2023,1,2023-01,4705,16948886.866,1
2023,2,2023-02,4705,14863620.715,0.37436904740798743
2023,3,2023-03,4705,15806089.634,0.6571328218545108
2023,4,2023-04,4705,13615825.83,0
2023,5,2023-05,4705,14406367.453,0.23718186209656905
2023,6,2023-06,4705,14496756.502,0.26430079212026775
2023,7,2023-07,4705,15110540.383,0.4484509995033884
2023,8,2023-08,4705,13761683.721,0.04376094209635132
2023,9,2023-09,4705,14468188.13,0.2557295803448349
2023,10,2023-10,4705,15721527.684,0.6317621643457957
2023,11,2023-11,4705,16146019.754,0.7591201891209532
2023,12,2023-12,4705,16132588.662,0.7550905323415146
2023,1,2023-01,4710,14880454.379,1
2023,2,2023-02,4710,13058699.878,0.41638025734045353
2023,3,2023-03,4710,13495919.204,0.5564484335880389
2023,4,2023-04,4710,11758979.268,0
2023,5,2023-05,4710,12567052.802,0.2588755332862879
2023,6,2023-06,4710,12916014.403,0.37066934505504734
2023,7,2023-07,4710,13381030.466,0.5196425216667377
2023,8,2023-08,4710,12542263.748,0.2509340783271746
2023,9,2023-09,4710,12537861.091,0.24952363715963663
2023,10,2023-10,4710,13443291.835,0.5395886582803514
2023,11,2023-11,4710,13657599.945,0.6082446950511662
2023,12,2023-12,4710,14158219.915,0.7686239875964844
2023,1,2023-01,4715,14242600.713,0.9005056256998277
2023,2,2023-02,4715,12392691.518,0.40489517891152127
2023,3,2023-03,4715,12478728.489,0.42794540308083406
2023,4,2023-04,4715,10881384.968,0
2023,5,2023-05,4715,11250047.471,0.09876862514104406
2023,6,2023-06,4715,11613748.841,0.1962081097224582
2023,7,2023-07,4715,12122191.15,0.33242523897975035
2023,8,2023-08,4715,12114289.156,0.3303082103237254
2023,9,2023-09,4715,11544167.384,0.1775664936446747
2023,10,2023-10,4715,12375417.509,0.4002672872607016
2023,11,2023-11,4715,13026063.663,0.5745823465925916
2023,12,2023-12,4715,14613972.138,1
2023,1,2023-01,4720,4385304.639,0.7802920075285427
2023,2,2023-02,4720,3851007.531,0.26547566722379934
2023,3,2023-03,4720,4006844.012,0.4156302640448431
2023,4,2023-04,4720,3575486.204,0
2023,5,2023-05,4720,3635375.771,0.05770596030509646
2023,6,2023-06,4720,3670511.843,0.09156095171134565
2023,7,2023-07,4720,3949286.214,0.3601710551539733
2023,8,2023-08,4720,3999828.347,0.40887039406608944
2023,9,2023-09,4720,3732109.224,0.15091245817463148
2023,10,2023-10,4720,3987862.023,0.39734036884914437
2023,11,2023-11,4720,4148389.76,0.5520151758850494
2023,12,2023-12,4720,4613326.432,1
2023,1,2023-01,4730,12215076.421,0.9241854414248464
2023,2,2023-02,4730,10662066.534,0.4090229446236268
2023,3,2023-03,4730,11066035.711,0.5430270946268607
2023,4,2023-04,4730,9801873.402,0.12368075503305878
2023,5,2023-05,4730,9931826.451,0.1667886178677856
2023,6,2023-06,4730,9893589.481,0.15410469801627422
2023,7,2023-07,4730,10165184.177,0.24419775079110662
2023,8,2023-08,4730,9883585.795,0.15078628781160322
2023,9,2023-09,4730,9429025.152,0
2023,10,2023-10,4730,10710580.575,0.42511596160998705
2023,11,2023-11,4730,11338012.161,0.6332467823609753
2023,12,2023-12,4730,12443627.14,1
2023,1,2023-01,4740,12992400.441,0.9477269324338781
2023,2,2023-02,4740,11584127.279,0.421401970686263
2023,3,2023-03,4740,11796176.507,0.5006527899358536
2023,4,2023-04,4740,10456593.666,0
2023,5,2023-05,4740,10680646.194,0.08373690659671669
2023,6,2023-06,4740,10672530.913,0.08070391905058615
2023,7,2023-07,4740,11602345.949,0.4282109769569104
2023,8,2023-08,4740,11347356.124,0.33291163197858464
2023,9,2023-09,4740,10959044.578,0.1877849157210982
2023,10,2023-10,4740,11853766.143,0.5221762157758463
2023,11,2023-11,4740,12374292.162,0.7167164828428785
2023,12,2023-12,4740,13132266.044,1
2023,1,2023-01,4745,5175491.207,1
2023,2,2023-02,4745,4532551.725,0.3425119390975967
2023,3,2023-03,4745,4752501.188,0.5674384679126291
2023,4,2023-04,4745,4229969.567,0.03308288411371837
2023,5,2023-05,4745,4254311.781,0.05797591919556721
2023,6,2023-06,4745,4310385.532,0.11531851961859373
2023,7,2023-07,4745,4298992.25,0.10366742787634788
2023,8,2023-08,4745,4197618.725,0
2023,9,2023-09,4745,4287966.984,0.09239267968274872
2023,10,2023-10,4745,4640779.365,0.45318857842652766
2023,11,2023-11,4745,4828949.077,0.6456162369031665
2023,12,2023-12,4745,5077066.599,0.8993482178793943
2023,1,2023-01,4750,22736386.415,1
2023,2,2023-02,4750,19599978.827,0.4854078713833396
2023,3,2023-03,4750,20764719.593,0.6765075334157027
2023,4,2023-04,4750,17813687.085,0.19232999675917514
2023,5,2023-05,4750,18139656.711,0.24581201368500458
2023,6,2023-06,4750,18259155.369,0.265418224632309
2023,7,2023-07,4750,18997708.202,0.38659299664964264
2023,8,2023-08,4750,16641447.504,0
2023,9,2023-09,4750,17497760.584,0.14049576090985014
2023,10,2023-10,4750,20624163.278,0.6534463810313326
2023,11,2023-11,4750,21249607.679,0.7560633900174626
2023,12,2023-12,4750,21996978.753,0.8786849757155833
2023,1,2023-01,4755,12713928.069,1
2023,2,2023-02,4755,10857012.274,0.25994204515922126
2023,3,2023-03,4755,11571470.906,0.5446834402402297
2023,4,2023-04,4755,10204778.91,0
2023,5,2023-05,4755,10504384.259,0.11940515689366375
2023,6,2023-06,4755,10706286.582,0.19987160595899842
2023,7,2023-07,4755,11411444.158,0.4809061444880008
2023,8,2023-08,4755,10775053.824,0.2272782038303682
2023,9,2023-09,4755,10306688.833,0.04061533075244349
2023,10,2023-10,4755,11466799.579,0.5029675754720645
2023,11,2023-11,4755,11996977.819,0.7142655918129098
2023,12,2023-12,4755,12697950.787,0.9936323905086746
2023,1,2023-01,4760,48762676.094,1
2023,2,2023-02,4760,44620905.274,0.6515778759948306
2023,3,2023-03,4760,48116313.994,0.9456254666069526
2023,4,2023-04,4760,42299171.258,0.4562644382441223
2023,5,2023-05,4760,45956812.822,0.7639596966163535
2023,6,2023-06,4760,43419564.558,0.5505163489056494
2023,7,2023-07,4760,46327616.731,0.7951531863525143
2023,8,2023-08,4760,36875455.006,0
2023,9,2023-09,4760,44309022.106,0.6253410317659603
2023,10,2023-10,4760,47339566.707,0.8802824161791182
2023,11,2023-11,4760,46929136.844,0.8457554346447771
2023,12,2023-12,4760,41662583.606,0.40271217003211524
2023,1,2023-01,4765,11510371.578,1
2023,2,2023-02,4765,10331921.969,0.6098059144141517
2023,3,2023-03,4765,11170066.321,0.8873222091457523
2023,4,2023-04,4765,9774909.241,0.4253745476405903
2023,5,2023-05,4765,10058681.09,0.5193336752010121
2023,6,2023-06,4765,9954928.801,0.48498046295959396
2023,7,2023-07,4765,9972585.861,0.4908268566689358
2023,8,2023-08,4765,8490208.914,0
2023,9,2023-09,4765,9164300.729,0.2231971883617722
2023,10,2023-10,4765,10941662.691,0.8116959414872098
2023,11,2023-11,4765,11175072.44,0.8889797751635273
2023,12,2023-12,4765,11009811.365,0.8342605122013389
2023,1,2023-01,4770,21841855.212,1
2023,2,2023-02,4770,18956124.71,0.5864665578306454
2023,3,2023-03,4770,20748776.994,0.843358762110113
2023,4,2023-04,4770,17324234.577,0.3526120300173284
2023,5,2023-05,4770,18946055.786,0.5850236521962568
2023,6,2023-06,4770,18443230.721,0.5129673809005257
2023,7,2023-07,4770,19444019.599,0.6563832921636579
2023,8,2023-08,4770,14863627.558,0
2023,9,2023-09,4770,18399777.827,0.5067404567939306
2023,10,2023-10,4770,19501086.784,0.664561183145373
2023,11,2023-11,4770,20134037.807,0.7552648767454497
2023,12,2023-12,4770,19000905.425,0.5928837624878095
2023,1,2023-01,4775,4602815.105,0.9156256256954663
2023,2,2023-02,4775,3856355.356,0.23035247706322656
2023,3,2023-03,4775,4071558.543,0.42791566214955673
2023,4,2023-04,4775,3605435.19,0
2023,5,2023-05,4775,3689660.846,0.07732175855437297
2023,6,2023-06,4775,3726173.96,0.11084192709751024
2023,7,2023-07,4775,4072824.628,0.4290779673583082
2023,8,2023-08,4775,3856834.353,0.23079221113169457
2023,9,2023-09,4775,3692993.108,0.08038087818656581
2023,10,2023-10,4775,4060323.394,0.41760144769807866
2023,11,2023-11,4775,4266266.427,0.6066635248587635
2023,12,2023-12,4775,4694723.09,1
2023,1,2023-01,4780,14920878.261,0.9411449846031571
2023,2,2023-02,4780,13665614.993,0.5886510078808856
2023,3,2023-03,4780,15130466.35,1
2023,4,2023-04,4780,12670190.705,0.309123139307059
2023,5,2023-05,4780,13508998.036,0.5446709636922022
2023,6,2023-06,4780,13299027.655,0.48570859581338616
2023,7,2023-07,4780,13218202.85,0.46301195706154463
2023,8,2023-08,4780,11569374.953,0
2023,9,2023-09,4780,12126720.561,0.1565097735119998
2023,10,2023-10,4780,14054594.177,0.6978813366300128
2023,11,2023-11,4780,14124471.955,0.7175039102204769
2023,12,2023-12,4780,14269242.504,0.7581573315625858
2023,1,2023-01,4785,12836614.912,1
2023,2,2023-02,4785,11174301.695,0.3559560087287133
2023,3,2023-03,4785,11847318.74,0.6167086631759089
2023,4,2023-04,4785,10318367.822,0.024334349107865586
2023,5,2023-05,4785,11000873.52,0.2887632721952976
2023,6,2023-06,4785,10830651.311,0.22281265003443537
2023,7,2023-07,4785,11103148.893,0.32838868018823625
2023,8,2023-08,4785,10255559.519,0
2023,9,2023-09,4785,10510175.049,0.09864783634265888
