year,month,date,postcodes,energy_kwh,energy_normalized
2023,5,2023-05,2820,6486723.427,0.008261773933368223
2023,6,2023-06,2820,6461493.45,0
2023,7,2023-07,2820,6881812.732,0.1376371800782716
2023,8,2023-08,2820,7008783.201,0.17921475706503398
2023,9,2023-09,2820,6596701.841,0.044275155714032524
2023,10,2023-10,2820,6980819.917,0.17005793814115733
2023,11,2023-11,2820,7681668.069,0.39955672022260347
2023,12,2023-12,2820,9515314.24,1
2023,1,2023-01,2825,13936278.348,0.904626014597589
2023,2,2023-02,2825,13089501.415,0.6832619091095494
2023,3,2023-03,2825,13119830.742,0.6911905903002658
2023,4,2023-04,2825,11674212.14,0.31327752224483235
2023,5,2023-05,2825,12576608.906,0.5491817434346761
2023,6,2023-06,2825,11889000.311,0.3694273646530066
2023,7,2023-07,2825,11863716.947,0.3628177972008562
2023,8,2023-08,2825,13088778.968,0.6830730472881124
2023,9,2023-09,2825,11549336.29,0.28063252477852924
2023,10,2023-10,2825,11558682.573,0.2830758265446786
2023,11,2023-11,2825,10475841.795,0
2023,12,2023-12,2825,14301109.361,1
2023,1,2023-01,2830,12580262.936,0.5521604668444018
2023,2,2023-02,2830,11540284.127,0.358742411646386
2023,3,2023-03,2830,10729868.935,0.20801921518982575
2023,4,2023-04,2830,9611381.959,0
2023,5,2023-05,2830,12727944.731,0.579626724166047
2023,6,2023-06,2830,13442538.312,0.7125287597632028
2023,7,2023-07,2830,13906059.015,0.7987355864239152
2023,8,2023-08,2830,13323792.542,0.6904441021743855
2023,9,2023-09,2830,13313726.594,0.6885720100999746
2023,10,2023-10,2830,14065634.609,0.8284138844636859
2023,11,2023-11,2830,13844066.207,0.7872059973055046
2023,12,2023-12,2830,14988226.473,1
2023,1,2023-01,2835,10471452.399,1
2023,2,2023-02,2835,9548916.261,0.7622524393132888
2023,3,2023-03,2835,9892139.684,0.8507048350814351
2023,4,2023-04,2835,8940344.649,0.6054169395464714
2023,5,2023-05,2835,6591134.404,0
2023,6,2023-06,2835,6731026.603,0.036051735754713585
2023,7,2023-07,2835,6992225.596,0.10336554697754863
2023,8,2023-08,2835,7105117.704,0.13245906666986962
2023,9,2023-09,2835,6725070.478,0.03451677779310456
2023,10,2023-10,2835,7034240.494,0.11419324152581464
2023,11,2023-11,2835,7103207.962,0.13196690545976766
2023,12,2023-12,2835,8551080.766,0.5050994182758984
2023,1,2023-01,2840,75623654.529,1
2023,2,2023-02,2840,61533428.439,0.6709972813436218
2023,3,2023-03,2840,71238183.017,0.8976005040073778
2023,4,2023-04,2840,66908260.535,0.796498061857042
2023,5,2023-05,2840,70198398.43,0.873321833547804
2023,6,2023-06,2840,68079011.05,0.8238347489934338
2023,7,2023-07,2840,32796573.502,0
2023,8,2023-08,2840,68673846.469,0.8377239846064094
2023,9,2023-09,2840,68776907.989,0.8401304413979667
2023,10,2023-10,2840,66913862.454,0.7966288650513219
2023,11,2023-11,2840,71435579.901,0.9022096643626105
2023,12,2023-12,2840,67153441.685,0.8022229710528248
2023,1,2023-01,2845,10678966.472,0.8822061414398855
2023,2,2023-02,2845,9580730.653,0.4358087372734361
2023,3,2023-03,2845,9479776.415,0.3947740988076852
2023,4,2023-04,2845,8508545.284,0
2023,5,2023-05,2845,8964422.8,0.18529949236726698
2023,6,2023-06,2845,8966453.376,0.18612485595465006
2023,7,2023-07,2845,9420169.91,0.3705459789056571
2023,8,2023-08,2845,9735865.278,0.49886595385501953
2023,9,2023-09,2845,9086285.123,0.23483259237344425
2023,10,2023-10,2845,9340847.81,0.3383041061489724
2023,11,2023-11,2845,9494408.601,0.4007216100203759
2023,12,2023-12,2845,10968765.278,1
2023,1,2023-01,2855,10481548.54,0.8671362058076633
2023,2,2023-02,2855,9493188.733,0.4828462358123656
2023,3,2023-03,2855,9348158.345,0.42645612053431103
2023,4,2023-04,2855,8251350.929,0
2023,5,2023-05,2855,8534417.794,0.11006088702422624
2023,6,2023-06,2855,8602641.659,0.13658740788042423
2023,7,2023-07,2855,9093429.163,0.32741337414336363
2023,8,2023-08,2855,9161867.505,0.3540232870591242
2023,9,2023-09,2855,8669586.771,0.16261672928706836
2023,10,2023-10,2855,9107018.413,0.3326970900915159
2023,11,2023-11,2855,9210606.683,0.3729738525501137
2023,12,2023-12,2855,10823262.465,1
2023,1,2023-01,2860,8926737.214,0.8096019247013392
2023,2,2023-02,2860,7970980.048,0.4195464668954405
2023,3,2023-03,2860,7783229.165,0.34292317886034257
2023,4,2023-04,2860,6942960.739,0
2023,5,2023-05,2860,7290762.445,0.14194186398546213
2023,6,2023-06,2860,7514741.389,0.23335023909232674
2023,7,2023-07,2860,7986918.331,0.4260510629302506
2023,8,2023-08,2860,7975079.796,0.421219621060448
2023,9,2023-09,2860,7493655.694,0.22474492520197745
2023,10,2023-10,2860,7971100.831,0.419595759822594
2023,11,2023-11,2860,8072748.642,0.46107939694823225
2023,12,2023-12,2860,9393271.706,1
2023,1,2023-01,2865,5091239.956,0.8142612295836873
2023,2,2023-02,2865,4577291.814,0.558002269967472
2023,3,2023-03,2865,4184587.129,0.3621963397759517
2023,4,2023-04,2865,3458172.973,0
2023,5,2023-05,2865,3532143.193,0.03688218726896865
2023,6,2023-06,2865,3594216.935,0.06783268838860378
2023,7,2023-07,2865,3840353.893,0.19055869053879756
2023,8,2023-08,2865,3876188.447,0.20842610706571846
2023,9,2023-09,2865,3617282.442,0.07933334836538498
2023,10,2023-10,2865,3918427.45,0.22948683689321572
2023,11,2023-11,2865,4301280.633,0.42038072354012285
2023,12,2023-12,2865,5463754.135,1
2023,1,2023-01,2870,14764327.928,0.9635622488011951
2023,2,2023-02,2870,13152215.483,0.4844287611083386
2023,3,2023-03,2870,12878773.419,0.4031594611828902
2023,4,2023-04,2870,11522286.341,0
2023,5,2023-05,2870,12167253.859,0.19168981500415425
2023,6,2023-06,2870,12582346.97,0.31505900715173346
2023,7,2023-07,2870,13214476.046,0.5029331283368362
2023,8,2023-08,2870,13550762.757,0.6028803902080077
2023,9,2023-09,2870,12903736.964,0.4105788384218194
2023,10,2023-10,2870,13330307.466,0.5373592084909511
2023,11,2023-11,2870,13091645.867,0.4664269576657156
2023,12,2023-12,2870,14886927.9,1
2023,1,2023-01,2890,8057866.904,1
2023,2,2023-02,2890,7323981.451,0.4637673816336485
2023,3,2023-03,2890,7366959.86,0.4951706812863124
2023,4,2023-04,2890,6689271.582,0
2023,5,2023-05,2890,7080317.8,0.285728156244567
2023,6,2023-06,2890,7198867.403,0.37234952714532193
2023,7,2023-07,2890,7611604.056,0.6739263675489895
2023,8,2023-08,2890,7727830.63,0.7588503564971265
2023,9,2023-09,2890,7126827.419,0.31971162692604865
2023,10,2023-10,2890,7278447.242,0.4304966198035853
2023,11,2023-11,2890,7050612.606,0.2640232786065298
2023,12,2023-12,2890,7756062.047,0.7794783803886187
2023,1,2023-01,2900,17921524.137,0.008825104519219902
2023,2,2023-02,2900,18609835.679,0.1011260190316583
2023,3,2023-03,2900,19070500.312,0.16290003314434973
2023,4,2023-04,2900,17855713.074,0
2023,5,2023-05,2900,20007275.363,0.2885193038142813
2023,6,2023-06,2900,19253532.369,0.18744418970041204
2023,7,2023-07,2900,19759778.379,0.25533055632372953
2023,8,2023-08,2900,21410636.99,0.4767067068431303
2023,9,2023-09,2900,21920608.324,0.5450926304127923
2023,10,2023-10,2900,24209500.335,0.8520275180969992
2023,11,2023-11,2900,23179569.593,0.7139162943699473
2023,12,2023-12,2900,25312969.003,1
2023,1,2023-01,2910,75030108.095,1
2023,2,2023-02,2910,66607270.281,0.35532092602682863
2023,3,2023-03,2910,61964944.118,0
2023,4,2023-04,2910,71015821.791,0.6927488770086023
2023,5,2023-05,2910,67257652.634,0.40510081046952967
2023,6,2023-06,2910,70137216.081,0.6255009104659169
2023,7,2023-07,2910,64181767.035,0.16967432792290288
2023,8,2023-08,2910,64052939.891,0.15981397376073683
2023,9,2023-09,2910,66868385.459,0.3753065288451067
2023,10,2023-10,2910,68167100.33,0.47470940455996685
2023,11,2023-11,2910,70251208.566,0.6342258285152176
2023,12,2023-12,2910,70757259.719,0.6729586874284966
2023,1,2023-01,2925,7265781.842,0.9480299825997129
2023,2,2023-02,2925,6507868.893,0.5714065406149902
2023,3,2023-03,2925,6336598.222,0.4862984161157832
2023,4,2023-04,2925,5357976.539,0
2023,5,2023-05,2925,5573139.789,0.10691930242191892
2023,6,2023-06,2925,5718825.715,0.17931381022290863
2023,7,2023-07,2925,6196152.893,0.4165080750371051
2023,8,2023-08,2925,6346461.605,0.49119974582650405
2023,9,2023-09,2925,5849432.034,0.24421493306509767
2023,10,2023-10,2925,6022699.427,0.3303152721891093
2023,11,2023-11,2925,6163181.297,0.400123771286082
2023,12,2023-12,2925,7370365.744,1
2023,1,2023-01,2950,29346374.308,0.7733954799693201
2023,2,2023-02,2950,28610088.297,0.6775414880489392
2023,3,2023-03,2950,30812670.202,0.964286400992623
2023,4,2023-04,2950,27841978.947,0.5775445489126493
2023,5,2023-05,2950,30418192.154,0.9129309561507413
2023,6,2023-06,2950,31086998.092,1
2023,7,2023-07,2950,28962010.024,0.7233567037022279
2023,8,2023-08,2950,25795348.603,0.31110231650986314
2023,9,2023-09,2950,23405669.477,0
2023,10,2023-10,2950,27768242.153,0.5679450645401141
2023,11,2023-11,2950,29368431.638,0.7762670313773576
2023,12,2023-12,2950,24715660.483,0.17054224232014548
2023,1,2023-01,2955,6541156.892,0.8867269410883019
2023,2,2023-02,2955,6085714.011,0.5218267429646275
2023,3,2023-03,2955,6064789.873,0.50506235291641155
2023,4,2023-04,2955,5434406.403,0
2023,5,2023-05,2955,5644046.278,0.16796317411781506
2023,6,2023-06,2955,5739879.471,0.24474459407489702
2023,7,2023-07,2955,5813279.287,0.3035524238115992
2023,8,2023-08,2955,5745015.834,0.2488598409137977
2023,9,2023-09,2955,5538186.343,0.0831483425190769
2023,10,2023-10,2955,5641094.34,0.16559808552825636
2023,11,2023-11,2955,5784443.802,0.28044947363178946
2023,12,2023-12,2955,6682536.394,1
2023,1,2023-01,2965,4595643.471,0.14418651147445524
2023,2,2023-02,2965,4053489.569,0.014638365157773515
2023,3,2023-03,2965,4107271.136,0.027489517358567597
2023,4,2023-04,2965,3992228.586,0
2023,5,2023-05,2965,4386249.912,0.09415173847174653
2023,6,2023-06,2965,4716249.326,0.17300538540038443
2023,7,2023-07,2965,6179661.608,0.5226890227048433
2023,8,2023-08,2965,8177189.293,1
2023,9,2023-09,2965,6361074.281,0.5660377386668736
2023,10,2023-10,2965,4269539.967,0.06626379562803386
2023,11,2023-11,2965,4020980.631,0.006870326154295224
2023,12,2023-12,2965,4363083.512,0.08861610704723877
2023,1,2023-01,2970,8671334.529,0.9154377654687413
2023,2,2023-02,2970,7846991.045,0.4669123522600307
2023,3,2023-03,2970,7713569.339,0.39431758202629
2023,4,2023-04,2970,6988854.262,0
2023,5,2023-05,2970,7402594.75,0.22511626153810144
2023,6,2023-06,2970,7665447.075,0.3681342509706418
2023,7,2023-07,2970,8609930.175,0.8820276472531854
2023,8,2023-08,2970,8818172.523,0.9953323400143063
2023,9,2023-09,2970,7968069.972,0.5327914145897603
2023,10,2023-10,2970,7858760.429,0.4733160758585929
2023,11,2023-11,2970,7764119.7,0.42182204102359644
2023,12,2023-12,2970,8826751.201,1
2023,1,2023-01,2975,5366860.704,0.8248808152922456
2023,2,2023-02,2975,4826614.689,0.540069610343619
2023,3,2023-03,2975,4527584.525,0.38242450244805143
2023,4,2023-04,2975,3802180.082,0
2023,5,2023-05,2975,3925749.829,0.06514448521802968
2023,6,2023-06,2975,4041205.171,0.12601115366124965
2023,7,2023-07,2975,4292039.417,0.258247952938039
2023,8,2023-08,2975,4345366.975,0.2863616004786832
2023,9,2023-09,2975,4033075.261,0.12172516283682139
2023,10,2023-10,2975,4246737.05,0.2343650896238227
2023,11,2023-11,2975,4531851.611,0.38467405889369993
2023,12,2023-12,2975,5699036.686,1
2023,1,2023-01,2985,4012924.377,0.19082938570037497
2023,2,2023-02,2985,3707208.157,0.018796703754986405
2023,3,2023-03,2985,4108907.516,0.24484103357338294
2023,4,2023-04,2985,3673804.869,0
2023,5,2023-05,2985,4156606.654,0.27168230040778
2023,6,2023-06,2985,4511525.781,0.47140245032827194
2023,7,2023-07,2985,5107921.658,0.8070064369976154
2023,8,2023-08,2985,5450887.087,1
2023,9,2023-09,2985,4425557.932,0.4230266081026083
2023,10,2023-10,2985,3938544.788,0.1489744910609421
2023,11,2023-11,2985,3803779.416,0.07313929861178782
2023,12,2023-12,2985,4126141.403,0.25453888931997626
2023,1,2023-01,3000,14148169.698,1
2023,2,2023-02,3000,12463736.488,0.5829478238307667
2023,3,2023-03,3000,12265048.702,0.5337543188359638
2023,4,2023-04,3000,10109266.879,0
2023,5,2023-05,3000,10718294.672,0.15079040528902599
2023,6,2023-06,3000,10712892.153,0.14945278484057534
2023,7,2023-07,3000,10794897.278,0.16975659720620778
2023,8,2023-08,3000,10676749.164,0.14050407014757146
2023,9,2023-09,3000,10698954.773,0.14600200114396447
2023,10,2023-10,3000,11475260.88,0.33820917764448943
2023,11,2023-11,3000,11683374.315,0.38973639786404546
2023,12,2023-12,3000,13061637.01,0.7309832059120903
2023,1,2023-01,3020,10590198.972,0
2023,2,2023-02,3020,16507739.175,0.7460688332471691
2023,3,2023-03,3020,17251254.603,0.8398094195110372
2023,4,2023-04,3020,11141050.245,0.06944996610778882
2023,5,2023-05,3020,12776295.361,0.275617625965638
2023,6,2023-06,3020,18521826.644,1
2023,7,2023-07,3020,17943472.412,0.9270825288431415
2023,8,2023-08,3020,16818210.781,0.7852123254582339
2023,9,2023-09,3020,14237888.815,0.4598917137622291
2023,10,2023-10,3020,18135891.98,0.9513423120751853
2023,11,2023-11,3020,18224629.16,0.9625300762604933
2023,12,2023-12,3020,14078132.852,0.43975007706337527
2023,1,2023-01,3025,5387535.998,1
2023,2,2023-02,3025,4629941.398,0.4382473959047989
2023,3,2023-03,3025,4590606.604,0.4090808430267185
2023,4,2023-04,3025,4038909.228,0
2023,5,2023-05,3025,4232779.927,0.14375415297443642
2023,6,2023-06,3025,4316606.845,0.2059113931128623
2023,7,2023-07,3025,4565628.999,0.39056007393357606
2023,8,2023-08,3025,4521524.474,0.3578567893917755
2023,9,2023-09,3025,4306016.981,0.19805906195974418
2023,10,2023-10,3025,4614884.226,0.42708257822881557
2023,11,2023-11,3025,4777484.61,0.5476499491404879
2023,12,2023-12,3025,5226639.71,0.8806962077432292
2023,1,2023-01,3030,13872717.872,0.9866177289027939
2023,2,2023-02,3030,12239088.579,0.5331628404058443
2023,3,2023-03,3030,11985683.935,0.4628240095082834
2023,4,2023-04,3030,10318301.184,0
2023,5,2023-05,3030,10726723.589,0.11336790844318602
2023,6,2023-06,3030,10771571.679,0.12581662354482634
2023,7,2023-07,3030,11056064.419,0.20478473720908824
2023,8,2023-08,3030,11111277.919,0.220110632498373
2023,9,2023-09,3030,10891093.727,0.15899297339420876
2023,10,2023-10,3030,11677295.755,0.37722311561216915
2023,11,2023-11,3030,11988781.825,0.46368390677539567
2023,12,2023-12,3030,13920929.217,1
2023,1,2023-01,3040,8351865.415,0.9466669187807867
2023,2,2023-02,3040,7299767.229,0.40958104953181806
2023,3,2023-03,3040,7273671.771,0.3962595725728413
2023,4,2023-04,3040,6497438.395,0
2023,5,2023-05,3040,6776734.179,0.14257777546174022
2023,6,2023-06,3040,6984437.011,0.24860804673738401
2023,7,2023-07,3040,7286634.967,0.4028771577797651
2023,8,2023-08,3040,7350730.449,0.4355972766080106
2023,9,2023-09,3040,7039777.319,0.2768587345745036
2023,10,2023-10,3040,7379052.732,0.450055526024829
2023,11,2023-11,3040,7436700.878,0.4794843426666641
2023,12,2023-12,3040,8456339.655,1
2023,1,2023-01,3045,5403576.096,0.9683006384818355
2023,2,2023-02,3045,4672995.136,0.4329982993882186
2023,3,2023-03,3045,4660946.696,0.4241703138978373
2023,4,2023-04,3045,4082038.792,0
2023,5,2023-05,3045,4220919.402,0.1017589007353111
2023,6,2023-06,3045,4305133.878,0.16346350085018838
2023,7,2023-07,3045,4331941.347,0.18310554142688215
2023,8,2023-08,3045,4316161.286,0.1715433682704125
2023,9,2023-09,3045,4282330.046,0.14675495617377415
2023,10,2023-10,3045,4614875.104,0.3904133008990769
2023,11,2023-11,3045,4845061.813,0.5590728889561782
2023,12,2023-12,3045,5446839.404,1
2023,1,2023-01,3050,8154118.734,1
2023,2,2023-02,3050,7114651.69,0.3144644738525992
2023,3,2023-03,3050,7922406.504,0.8471842215443649
2023,4,2023-04,3050,6706197.973,0.04508649269704009
2023,5,2023-05,3050,7574788.781,0.6179279887368859
2023,6,2023-06,3050,7673080.318,0.6827519203103543
2023,7,2023-07,3050,7708994.67,0.7064376776767638
2023,8,2023-08,3050,6709336.004,0.04715604530582054
2023,9,2023-09,3050,6637834.013,0
2023,10,2023-10,3050,7109384.603,0.3109907944525149
2023,11,2023-11,3050,7608799.787,0.6403584765792805
2023,12,2023-12,3050,7761715.923,0.7412076996059108
2023,1,2023-01,3060,19201229.23,1
2023,2,2023-02,3060,18016104.414,0.7538563142775597
2023,3,2023-03,3060,19049538.552,0.9684947086850506
2023,4,2023-04,3060,16223565.381,0.381556149411246
2023,5,2023-05,3060,16577381.216,0.455041686561506
2023,6,2023-06,3060,16566939.207,0.45287294066494993
2023,7,2023-07,3060,17307156.632,0.6066118909979871
2023,8,2023-08,3060,14386460.927,0
2023,9,2023-09,3060,16495481.56,0.43803159368767675
2023,10,2023-10,3060,18014463.783,0.7535155645474058
2023,11,2023-11,3060,18335930.903,0.8202824575253503
2023,12,2023-12,3060,17319525.195,0.6091807712060533
2023,1,2023-01,3070,5967551.273,0.932535430826121
2023,2,2023-02,3070,5300457.65,0.39907412094567835
2023,3,2023-03,3070,5644891.275,0.6745107409707048
2023,4,2023-04,3070,5003499.947,0.16160303778788315
2023,5,2023-05,3070,5072950.723,0.21714142199632208
2023,6,2023-06,3070,4826799.132,0.0202989614530963
2023,7,2023-07,3070,4876457.244,0.060009551631694955
2023,8,2023-08,3070,4953747.05,0.12181664995733019
2023,9,2023-09,3070,4801415.271,0
2023,10,2023-10,3070,5328861.891,0.42178841934037237
2023,11,2023-11,3070,5450351.795,0.5189414441791202
2023,12,2023-12,3070,6051915.749,1
2023,1,2023-01,3080,9165015.062,0.8080486924809219
2023,2,2023-02,3080,8107902.301,0.3628056893900397
2023,3,2023-03,3080,8161533.375,0.385394443710024
2023,4,2023-04,3080,7246515.325,0
2023,5,2023-05,3080,7393353.372,0.061846394657494974
2023,6,2023-06,3080,7405665.565,0.06703214019779928
2023,7,2023-07,3080,8119497.543,0.36768946391260016
2023,8,2023-08,3080,8426133.745,0.49684089266435477
2023,9,2023-09,3080,7783741.776,0.22627322950564233
2023,10,2023-10,3080,7998302.714,0.3166436799491183
2023,11,2023-11,3080,8200509.007,0.40181050458760637
2023,12,2023-12,3080,9620753.109,1
2023,1,2023-01,3090,70415278.251,1
2023,2,2023-02,3090,62769675.932,0
2023,3,2023-03,3090,70303025.355,0.9853179787129341
2023,4,2023-04,3090,65942439.146,0.4149788442586663
2023,5,2023-05,3090,69114212.594,0.8298282329219844
2023,6,2023-06,3090,67440722.722,0.6109455599583092
2023,7,2023-07,3090,66547333.64,0.4940955009669005
2023,8,2023-08,3090,65676678.14,0.38021886134148564
2023,9,2023-09,3090,63484646.906,0.09351401553063257
2023,10,2023-10,3090,69359569.573,0.8619194886220445
2023,11,2023-11,3090,63949366.252,0.15429658394190401
2023,12,2023-12,3090,68101414.489,0.6973601731481833
2023,1,2023-01,3100,14650795.192,1
2023,2,2023-02,3100,12950325.583,0.3622039081259605
2023,3,2023-03,3100,13510189.004,0.5721921960713231
2023,4,2023-04,3100,11984630.205,0
2023,5,2023-05,3100,13085233.366,0.41280384611096854
2023,6,2023-06,3100,12773114.65,0.29573730389701514
2023,7,2023-07,3100,12648872.799,0.24913784302126557
2023,8,2023-08,3100,12743108.505,0.2844828822290737
2023,9,2023-09,3100,12653615.595,0.25091672618233235
2023,10,2023-10,3100,13544003.561,0.5848750409683483
2023,11,2023-11,3100,13426491.456,0.5407997097067873
2023,12,2023-12,3100,13540080.084,0.5834034602450507
2023,1,2023-01,3105,10031535.985,1
2023,2,2023-02,3105,8878703.403,0.3762269443866285
2023,3,2023-03,3105,9170279.288,0.5339924201108591
2023,4,2023-04,3105,8605841.632,0.22858727552728048
2023,5,2023-05,3105,8587192.541,0.21849665121711342
2023,6,2023-06,3105,8399161.151,0.11675688733218803
2023,7,2023-07,3105,8454061.844,0.14646247820687555
2023,8,2023-08,3105,8183375.71,0
2023,9,2023-09,3105,8504578.116,0.1737957526438017
2023,10,2023-10,3105,9183363.613,0.5410720685466526
2023,11,2023-11,3105,9048091.144,0.46787902851120405
2023,12,2023-12,3105,9321370.573,0.6157446831823075
2023,1,2023-01,3130,6359360.303,0.9751990518629541
2023,2,2023-02,3130,5400890.448,0.25234619792972995
2023,3,2023-03,3130,5806442.409,0.5582028619633271
2023,4,2023-04,3130,5066290.92,0
2023,5,2023-05,3130,5638360.068,0.43143956392759775
2023,6,2023-06,3130,5472016.852,0.3059878684039751
2023,7,2023-07,3130,5684693.17,0.4663827755868513
2023,8,2023-08,3130,5873573.376,0.6088312785276093
2023,9,2023-09,3130,5677051.195,0.4606193982520096
2023,10,2023-10,3130,6145648.167,0.81402295788161
2023,11,2023-11,3130,6107610.865,0.7853362212428036
2023,12,2023-12,3130,6392245.227,1
2023,1,2023-01,3140,5548487.514,0.7024717016222877
2023,2,2023-02,3140,4835682.868,0.17296318867365706
2023,3,2023-03,3140,5056241.335,0.3368055352896184
2023,4,2023-04,3140,4602846.263,0
2023,5,2023-05,3140,4712223.663,0.08125124429139481
2023,6,2023-06,3140,4675318.357,0.05383605583880147
2023,7,2023-07,3140,5009864.485,0.30235438935988
2023,8,2023-08,3140,5053611.782,0.33485216600875967
2023,9,2023-09,3140,4794121.148,0.1420889727488815
2023,10,2023-10,3140,5072913.44,0.3491904454831943
2023,11,2023-11,3140,5344295.113,0.5507869234496708
2023,12,2023-12,3140,5949009.032,1
2023,1,2023-01,3150,4656601.071,0.8210367552633749
2023,2,2023-02,3150,4505740.726,0.7076426625887096
2023,3,2023-03,3150,4894695.104,1
2023,4,2023-04,3150,4303209.481,0.5554101672630144
2023,5,2023-05,3150,4418446.372,0.6420279109622903
2023,6,2023-06,3150,4174750.246,0.4588538562025662
2023,7,2023-07,3150,3952603.328,0.2918772514023907
2023,8,2023-08,3150,3564287.66,0
2023,9,2023-09,3150,3966990.569,0.3026914129322926
2023,10,2023-10,3150,4276358.234,0.5352274426991255
2023,11,2023-11,3150,4416003.122,0.6401914434868422
2023,12,2023-12,3150,4233092.087,0.502706467869102
2023,1,2023-01,3200,5507347.653,1
2023,2,2023-02,3200,4727471.227,0.45042870059275403
2023,3,2023-03,3200,4734951.594,0.4557000421478748
2023,4,2023-04,3200,4201412.49,0.07972024727988966
2023,5,2023-05,3200,4208728.411,0.08487570534515346
2023,6,2023-06,3200,4127244.625,0.02745487730150372
2023,7,2023-07,3200,4252748.115,0.11589596076033933
2023,8,2023-08,3200,4088284.418,0
2023,9,2023-09,3200,4403882.375,0.22239879747148827
2023,10,2023-10,3200,4561247.266,0.3332922989862392
2023,11,2023-11,3200,4858774.427,0.5429567830358174
2023,12,2023-12,3200,5366705.399,0.9008907774289567
2023,1,2023-01,3220,2600032.812,0.8204962571297625
2023,2,2023-02,3220,2267596.224,0.4391881695903087
2023,3,2023-03,3220,2219732.422,0.38428791052800854
2023,4,2023-04,3220,1935817.532,0.05863469533535846
2023,5,2023-05,3220,1911702.081,0.030974032120509903
2023,6,2023-06,3220,1884697.929,0
2023,7,2023-07,3220,1943569.998,0.06752685128593826
2023,8,2023-08,3220,2042735.144,0.1812702644262235
2023,9,2023-09,3220,1958605.659,0.08477290466199319
2023,10,2023-10,3220,2134708.363,0.28676446544881756
2023,11,2023-11,3220,2329899.919,0.5106511301808305
2023,12,2023-12,3220,2756529.917,1
2023,1,2023-01,3230,1865856.923,0.9088192878324683
2023,2,2023-02,3230,1629545.385,0.4324893292130795
2023,3,2023-03,3230,1643414.387,0.4604448882376764
2023,4,2023-04,3230,1435692.539,0.04174277957388781
2023,5,2023-05,3230,1450962.192,0.07252161180180212
2023,6,2023-06,3230,1414983.574,0
2023,7,2023-07,3230,1491931.618,0.15510312752635427
2023,8,2023-08,3230,1476144.214,0.12328067163751985
2023,9,2023-09,3230,1465037.816,0.10089365598638235
2023,10,2023-10,3230,1620978.313,0.4152207985023645
2023,11,2023-11,3230,1737250.552,0.6495891719647454
2023,12,2023-12,3230,1911092.487,1
2023,1,2023-01,3240,3882020.027,1
2023,2,2023-02,3240,3512479.089,0.708608709750611
2023,3,2023-03,3240,3469194.287,0.6744776757947212
2023,4,2023-04,3240,3017563.679,0.3183568457360061
2023,5,2023-05,3240,2885035.756,0.21385561595062924
2023,6,2023-06,3240,2613825.162,0
2023,7,2023-07,3240,2858584.64,0.19299831970223297
2023,8,2023-08,3240,2963104.505,0.2754145696686762
2023,9,2023-09,3240,3148827.247,0.4218611033407709
2023,10,2023-10,3240,3415414.781,0.6320713331385395
2023,11,2023-11,3240,3550273.647,0.7384105635848005
2023,12,2023-12,3240,3347672.18,0.5786547779469209
2023,1,2023-01,3250,1635098.107,0.8818514532949788
2023,2,2023-02,3250,1407029.459,0.3789983896039029
2023,3,2023-03,3250,1406127.005,0.37700863010508595
2023,4,2023-04,3250,1235135.01,0
2023,5,2023-05,3250,1260410.153,0.05572744524175024
2023,6,2023-06,3250,1259502.266,0.05372570689043053
2023,7,2023-07,3250,1364209.384,0.28458731605190984
2023,8,2023-08,3250,1402937.05,0.36997531509728804
2023,9,2023-09,3250,1300734.234,0.1446352712370931
2023,10,2023-10,3250,1418149.737,0.40351673489350376
2023,11,2023-11,3250,1496834.299,0.5770029786795874
2023,12,2023-12,3250,1688684.296,1
2023,1,2023-01,3260,1361914.504,0.6367629258404652
2023,2,2023-02,3260,1178898.505,0.28171290752672384
2023,3,2023-03,3260,1178544.277,0.2810257071804459
2023,4,2023-04,3260,1033685.249,0
2023,5,2023-05,3260,1054856.354,0.04107182573678804
2023,6,2023-06,3260,1048562.111,0.028861029387660424
2023,7,2023-07,3260,1126255.237,0.17958526092958035
2023,8,2023-08,3260,1182169.921,0.2880594363387319
2023,9,2023-09,3260,1087167.245,0.10375477424383807
2023,10,2023-10,3260,1194921.284,0.312797009509453
2023,11,2023-11,3260,1312442.666,0.5407878357724409
2023,12,2023-12,3260,1549150.647,1
2023,1,2023-01,3270,1897847.663,1
2023,2,2023-02,3270,1220578.519,0.18988750195728296
2023,3,2023-03,3270,1210486.931,0.17781649350174655
2023,4,2023-04,3270,1086850.234,0.029929003950885436
2023,5,2023-05,3270,1069311.624,0.008950272991163943
2023,6,2023-06,3270,1061829.029,0
2023,7,2023-07,3270,1180235.649,0.14163155602581928
2023,8,2023-08,3270,1239310.691,0.21229390683653115
2023,9,2023-09,3270,1097681.129,0.04288433121216754
2023,10,2023-10,3270,1177386.892,0.1382240279108419
2023,11,2023-11,3270,1216394.232,0.18488248552603434
2023,12,2023-12,3270,1326312.407,0.31636062552165534
2023,1,2023-01,3280,868760.027,0.8764530659504662
2023,2,2023-02,3280,743834.375,0.12752257268023026
2023,3,2023-03,3280,814788.898,0.5528956250469639
2023,4,2023-04,3280,722562.921,0
2023,5,2023-05,3280,772905.408,0.30180369698098913
2023,6,2023-06,3280,785408.371,0.37675908121968416
2023,7,2023-07,3280,836149.396,0.6809520173693174
2023,8,2023-08,3280,761941.532,0.236075154208735
2023,9,2023-09,3280,793725.34,0.42661939089958245
2023,10,2023-10,3280,835800.154,0.6788583081979563
