postcodes,district,county,district_county
2710,Lisboa,Sintra,Lisboa_Sintra
2749,Lisboa,Sintra,Lisboa_Sintra
2718,Lisboa,Sintra,Lisboa_Sintra
2635,Lisboa,Sintra,Lisboa_Sintra
2639,Lisboa,Sintra,Lisboa_Sintra
2709,Lisboa,Sintra,Lisboa_Sintra
2714,Lisboa,Sintra,Lisboa_Sintra
2719,Lisboa,Sintra,Lisboa_Sintra
2706,Lisboa,Sintra,Lisboa_Sintra
2590,Lisboa,Sobral de Monte Agraço,Lisboa_Sobral de Monte Agraço
2594,Lisboa,Sobral de Monte Agraço,Lisboa_Sobral de Monte Agraço
2560,Lisboa,Torres Vedras,Lisboa_Torres Vedras
2565,Lisboa,Torres Vedras,Lisboa_Torres Vedras
2600,Lisboa,Vila Franca de Xira,Lisboa_Vila Franca de Xira
2601,Lisboa,Vila Franca de Xira,Lisboa_Vila Franca de Xira
2615,Lisboa,Vila Franca de Xira,Lisboa_Vila Franca de Xira
2619,Lisboa,Vila Franca de Xira,Lisboa_Vila Franca de Xira
2625,Lisboa,Vila Franca de Xira,Lisboa_Vila Franca de Xira
2626,Lisboa,Vila Franca de Xira,Lisboa_Vila Franca de Xira
2628,Lisboa,Vila Franca de Xira,Lisboa_Vila Franca de Xira
2629,Lisboa,Vila Franca de Xira,Lisboa_Vila Franca de Xira
7440,Portalegre,Alter do Chão,Portalegre_Alter do Chão
7340,Portalegre,Arronches,Portalegre_Arronches
7480,Portalegre,Avis,Portalegre_Avis
7370,Portalegre,Campo Maior,Portalegre_Campo Maior
7374,Portalegre,Campo Maior,Portalegre_Campo Maior
7320,Portalegre,Castelo de Vide,Portalegre_Castelo de Vide
7430,Portalegre,Crato,Portalegre_Crato
7350,Portalegre,Elvas,Portalegre_Elvas
7354,Portalegre,Elvas,Portalegre_Elvas
7460,Portalegre,Fronteira,Portalegre_Fronteira
7464,Portalegre,Fronteira,Portalegre_Fronteira
6040,Portalegre,Gavião,Portalegre_Gavião
7330,Portalegre,Marvão,Portalegre_Marvão
7450,Portalegre,Monforte,Portalegre_Monforte
6050,Portalegre,Nisa,Portalegre_Nisa
7425,Portalegre,Ponte de Sor,Portalegre_Ponte de Sor
7400,Portalegre,Ponte de Sor,Portalegre_Ponte de Sor
7300,Portalegre,Portalegre,Portalegre_Portalegre
7301,Portalegre,Portalegre,Portalegre_Portalegre
7470,Portalegre,Sousel,Portalegre_Sousel
4600,Porto,Amarante,Porto_Amarante
4605,Porto,Amarante,Porto_Amarante
4615,Porto,Amarante,Porto_Amarante
4640,Porto,Baião,Porto_Baião
5040,Porto,Baião,Porto_Baião
4650,Porto,Felgueiras,Porto_Felgueiras
4615,Porto,Felgueiras,Porto_Felgueiras
4610,Porto,Felgueiras,Porto_Felgueiras
4614,Porto,Felgueiras,Porto_Felgueiras
4620,Porto,Lousada,Porto_Lousada
4815,Porto,Felgueiras,Porto_Felgueiras
4435,Porto,Gondomar,Porto_Gondomar
4510,Porto,Gondomar,Porto_Gondomar
4515,Porto,Gondomar,Porto_Gondomar
4420,Porto,Gondomar,Porto_Gondomar
4424,Porto,Gondomar,Porto_Gondomar
4624,Porto,Lousada,Porto_Lousada
4650,Porto,Lousada,Porto_Lousada
4425,Porto,Maia,Porto_Maia
4475,Porto,Maia,Porto_Maia
4470,Porto,Maia,Porto_Maia
4477,Porto,Maia,Porto_Maia
4479,Porto,Maia,Porto_Maia
4471,Porto,Maia,Porto_Maia
4474,Porto,Maia,Porto_Maia
4575,Porto,Marco de Canaveses,Porto_Marco de Canaveses
4625,Porto,Marco de Canaveses,Porto_Marco de Canaveses
4630,Porto,Marco de Canaveses,Porto_Marco de Canaveses
4635,Porto,Marco de Canaveses,Porto_Marco de Canaveses
4634,Porto,Marco de Canaveses,Porto_Marco de Canaveses
4460,Porto,Matosinhos,Porto_Matosinhos
4465,Porto,Matosinhos,Porto_Matosinhos
4455,Porto,Matosinhos,Porto_Matosinhos
4450,Porto,Matosinhos,Porto_Matosinhos
4454,Porto,Matosinhos,Porto_Matosinhos
4459,Porto,Matosinhos,Porto_Matosinhos
4458,Porto,Matosinhos,Porto_Matosinhos
4464,Porto,Matosinhos,Porto_Matosinhos
4595,Porto,Paços de Ferreira,Porto_Paços de Ferreira
4590,Porto,Paços de Ferreira,Porto_Paços de Ferreira
4594,Porto,Paços de Ferreira,Porto_Paços de Ferreira
4599,Porto,Paços de Ferreira,Porto_Paços de Ferreira
4585,Porto,Paredes,Porto_Paredes
4580,Porto,Paredes,Porto_Paredes
4560,Porto,Penafiel,Porto_Penafiel
4575,Porto,Penafiel,Porto_Penafiel
4564,Porto,Penafiel,Porto_Penafiel
4100,Porto,Porto,Porto_Porto
4150,Porto,Porto,Porto_Porto
4149,Porto,Porto,Porto_Porto
4099,Porto,Porto,Porto_Porto
4050,Porto,Porto,Porto_Porto
4350,Porto,Porto,Porto_Porto
4200,Porto,Porto,Porto_Porto
4250,Porto,Porto,Porto_Porto
4300,Porto,Porto,Porto_Porto
4349,Porto,Porto,Porto_Porto
4000,Porto,Porto,Porto_Porto
4049,Porto,Porto,Porto_Porto
4249,Porto,Porto,Porto_Porto
4369,Porto,Porto,Porto_Porto
4269,Porto,Porto,Porto_Porto
4169,Porto,Porto,Porto_Porto
4199,Porto,Porto,Porto_Porto
4495,Porto,Póvoa de Varzim,Porto_Póvoa de Varzim
4490,Porto,Póvoa de Varzim,Porto_Póvoa de Varzim
4570,Porto,Póvoa de Varzim,Porto_Póvoa de Varzim
4825,Porto,Santo Tirso,Porto_Santo Tirso
4780,Porto,Santo Tirso,Porto_Santo Tirso
4795,Porto,Santo Tirso,Porto_Santo Tirso
4745,Porto,Trofa,Porto_Trofa
4785,Porto,Trofa,Porto_Trofa
4445,Porto,Valongo,Porto_Valongo
4440,Porto,Valongo,Porto_Valongo
4480,Porto,Vila do Conde,Porto_Vila do Conde
4485,Porto,Vila do Conde,Porto_Vila do Conde
4486,Porto,Vila do Conde,Porto_Vila do Conde
4484,Porto,Vila do Conde,Porto_Vila do Conde
4410,Porto,Vila Nova de Gaia,Porto_Vila Nova de Gaia
4405,Porto,Vila Nova de Gaia,Porto_Vila Nova de Gaia
4430,Porto,Vila Nova de Gaia,Porto_Vila Nova de Gaia
4434,Porto,Vila Nova de Gaia,Porto_Vila Nova de Gaia
4414,Porto,Vila Nova de Gaia,Porto_Vila Nova de Gaia
4400,Porto,Vila Nova de Gaia,Porto_Vila Nova de Gaia
4415,Porto,Vila Nova de Gaia,Porto_Vila Nova de Gaia
4409,Porto,Vila Nova de Gaia,Porto_Vila Nova de Gaia
4404,Porto,Vila Nova de Gaia,Porto_Vila Nova de Gaia
2200,Santarém,Abrantes,Santarém_Abrantes
2205,Santarém,Abrantes,Santarém_Abrantes
2230,Santarém,Abrantes,Santarém_Abrantes
2380,Santarém,Alcanena,Santarém_Alcanena
2384,Santarém,Alcanena,Santarém_Alcanena
2395,Santarém,Alcanena,Santarém_Alcanena
2080,Santarém,Almeirim,Santarém_Almeirim
2090,Santarém,Alpiarça,Santarém_Alpiarça
2130,Santarém,Benavente,Santarém_Benavente
2135,Santarém,Benavente,Santarém_Benavente
2890,Santarém,Benavente,Santarém_Benavente
2139,Santarém,Benavente,Santarém_Benavente
2070,Santarém,Cartaxo,Santarém_Cartaxo
2140,Santarém,Chamusca,Santarém_Chamusca
2250,Santarém,Constância,Santarém_Constância
2100,Santarém,Coruche,Santarém_Coruche
2330,Santarém,Entroncamento,Santarém_Entroncamento
2334,Santarém,Entroncamento,Santarém_Entroncamento
2240,Santarém,Ferreira do Zêzere,Santarém_Ferreira do Zêzere
2150,Santarém,Golegã,Santarém_Golegã
2154,Santarém,Golegã,Santarém_Golegã
6120,Santarém,Mação,Santarém_Mação
2490,Santarém,Ourém,Santarém_Ourém
2435,Santarém,Ourém,Santarém_Ourém
2495,Santarém,Ourém,Santarém_Ourém
2040,Santarém,Rio Maior,Santarém_Rio Maior
2120,Santarém,Salvaterra de Magos,Santarém_Salvaterra de Magos
2125,Santarém,Salvaterra de Magos,Santarém_Salvaterra de Magos
2124,Santarém,Salvaterra de Magos,Santarém_Salvaterra de Magos
2005,Santarém,Santarém,Santarém_Santarém
2025,Santarém,Santarém,Santarém_Santarém
2000,Santarém,Santarém,Santarém_Santarém
2004,Santarém,Santarém,Santarém_Santarém
2009,Santarém,Santarém,Santarém_Santarém
2230,Santarém,Sardoal,Santarém_Sardoal
2305,Santarém,Tomar,Santarém_Tomar
2300,Santarém,Tomar,Santarém_Tomar
2350,Santarém,Torres Novas,Santarém_Torres Novas
2260,Santarém,Vila Nova da Barquinha,Santarém_Vila Nova da Barquinha
7580,Setúbal,Alcácer do Sal,Setúbal_Alcácer do Sal
7595,Setúbal,Alcácer do Sal,Setúbal_Alcácer do Sal
2890,Setúbal,Alcochete,Setúbal_Alcochete
2894,Setúbal,Alcochete,Setúbal_Alcochete
2800,Setúbal,Almada,Setúbal_Almada
2804,Setúbal,Almada,Setúbal_Almada
2805,Setúbal,Almada,Setúbal_Almada
2809,Setúbal,Almada,Setúbal_Almada
2825,Setúbal,Almada,Setúbal_Almada
2829,Setúbal,Almada,Setúbal_Almada
2820,Setúbal,Almada,Setúbal_Almada
2821,Setúbal,Almada,Setúbal_Almada
2810,Setúbal,Almada,Setúbal_Almada
2814,Setúbal,Almada,Setúbal_Almada
2815,Setúbal,Almada,Setúbal_Almada
2819,Setúbal,Almada,Setúbal_Almada
2834,Setúbal,Barreiro,Setúbal_Barreiro
2830,Setúbal,Barreiro,Setúbal_Barreiro
2835,Setúbal,Barreiro,Setúbal_Barreiro
2839,Setúbal,Barreiro,Setúbal_Barreiro
7570,Setúbal,Grândola,Setúbal_Grândola
2860,Setúbal,Moita,Setúbal_Moita
2835,Setúbal,Moita,Setúbal_Moita
2864,Setúbal,Moita,Setúbal_Moita
2870,Setúbal,Montijo,Setúbal_Montijo
2985,Setúbal,Montijo,Setúbal_Montijo
2100,Setúbal,Montijo,Setúbal_Montijo
2965,Setúbal,Palmela,Setúbal_Palmela
2950,Setúbal,Palmela,Setúbal_Palmela
2954,Setúbal,Palmela,Setúbal_Palmela
2955,Setúbal,Palmela,Setúbal_Palmela
2951,Setúbal,Palmela,Setúbal_Palmela
2959,Setúbal,Palmela,Setúbal_Palmela
7540,Setúbal,Santiago do Cacém,Setúbal_Santiago do Cacém
7565,Setúbal,Santiago do Cacém,Setúbal_Santiago do Cacém
7555,Setúbal,Santiago do Cacém,Setúbal_Santiago do Cacém
7500,Setúbal,Santiago do Cacém,Setúbal_Santiago do Cacém
2840,Setúbal,Seixal,Setúbal_Seixal
2865,Setúbal,Seixal,Setúbal_Seixal
2845,Setúbal,Seixal,Setúbal_Seixal
2848,Setúbal,Seixal,Setúbal_Seixal
2844,Setúbal,Seixal,Setúbal_Seixal
2855,Setúbal,Seixal,Setúbal_Seixal
2975,Setúbal,Sesimbra,Setúbal_Sesimbra
2970,Setúbal,Sesimbra,Setúbal_Sesimbra
2910,Setúbal,Setúbal,Setúbal_Setúbal
2914,Setúbal,Setúbal,Setúbal_Setúbal
2925,Setúbal,Setúbal,Setúbal_Setúbal
2929,Setúbal,Setúbal,Setúbal_Setúbal
2900,Setúbal,Setúbal,Setúbal_Setúbal
2904,Setúbal,Setúbal,Setúbal_Setúbal
7520,Setúbal,Sines,Setúbal_Sines
7555,Setúbal,Sines,Setúbal_Sines
4970,Viana do Castelo,Arcos de Valdevez,Viana do Castelo_Arcos de Valdevez
4974,Viana do Castelo,Arcos de Valdevez,Viana do Castelo_Arcos de Valdevez
4910,Viana do Castelo,Caminha,Viana do Castelo_Caminha
4914,Viana do Castelo,Caminha,Viana do Castelo_Caminha
4960,Viana do Castelo,Melgaço,Viana do Castelo_Melgaço
4964,Viana do Castelo,Melgaço,Viana do Castelo_Melgaço
4950,Viana do Castelo,Monção,Viana do Castelo_Monção
4940,Viana do Castelo,Paredes de Coura,Viana do Castelo_Paredes de Coura
4944,Viana do Castelo,Paredes de Coura,Viana do Castelo_Paredes de Coura
4980,Viana do Castelo,Ponte da Barca,Viana do Castelo_Ponte da Barca
4990,Viana do Castelo,Ponte de Lima,Viana do Castelo_Ponte de Lima
4924,Viana do Castelo,Vila Nova de Cerveira,Viana do Castelo_Vila Nova de Cerveira
4930,Viana do Castelo,Valença,Viana do Castelo_Valença
4900,Viana do Castelo,Viana do Castelo,Viana do Castelo_Viana do Castelo
4905,Viana do Castelo,Viana do Castelo,Viana do Castelo_Viana do Castelo
4925,Viana do Castelo,Viana do Castelo,Viana do Castelo_Viana do Castelo
4935,Viana do Castelo,Viana do Castelo,Viana do Castelo_Viana do Castelo
4939,Viana do Castelo,Viana do Castelo,Viana do Castelo_Viana do Castelo
4904,Viana do Castelo,Viana do Castelo,Viana do Castelo_Viana do Castelo
4920,Viana do Castelo,Vila Nova de Cerveira,Viana do Castelo_Vila Nova de Cerveira
5070,Vila Real,Alijó,Vila Real_Alijó
5085,Vila Real,Alijó,Vila Real_Alijó
5460,Vila Real,Boticas,Vila Real_Boticas
5400,Vila Real,Chaves,Vila Real_Chaves
5425,Vila Real,Chaves,Vila Real_Chaves
5040,Vila Real,Mesão Frio,Vila Real_Mesão Frio
4880,Vila Real,Mondim de Basto,Vila Real_Mondim de Basto
5470,Vila Real,Montalegre,Vila Real_Montalegre
5090,Vila Real,Murça,Vila Real_Murça
5050,Vila Real,Peso da Régua,Vila Real_Peso da Régua
5054,Vila Real,Peso da Régua,Vila Real_Peso da Régua
5040,Vila Real,Peso da Régua,Vila Real_Peso da Régua
4870,Vila Real,Ribeira de Pena,Vila Real_Ribeira de Pena
5060,Vila Real,Sabrosa,Vila Real_Sabrosa
5085,Vila Real,Sabrosa,Vila Real_Sabrosa
5030,Vila Real,Santa Marta de Penaguião,Vila Real_Santa Marta de Penaguião
5430,Vila Real,Valpaços,Vila Real_Valpaços
5445,Vila Real,Valpaços,Vila Real_Valpaços
5450,Vila Real,Vila Pouca de Aguiar,Vila Real_Vila Pouca de Aguiar
5000,Vila Real,Vila Real,Vila Real_Vila Real
5004,Vila Real,Vila Real,Vila Real_Vila Real
5110,Viseu,Armamar,Viseu_Armamar
5114,Viseu,Armamar,Viseu_Armamar
3430,Viseu,Carregal do Sal,Viseu_Carregal do Sal
3600,Viseu,Castro Daire,Viseu_Castro Daire
4690,Viseu,Cinfães,Viseu_Cinfães
5100,Viseu,Lamego,Viseu_Lamego
3530,Viseu,Mangualde,Viseu_Mangualde
3534,Viseu,Mangualde,Viseu_Mangualde
3620,Viseu,Moimenta da Beira,Viseu_Moimenta da Beira
3624,Viseu,Moimenta da Beira,Viseu_Moimenta da Beira
3450,Viseu,Mortágua,Viseu_Mortágua
3525,Viseu,Nelas,Viseu_Nelas
3520,Viseu,Nelas,Viseu_Nelas
3475,Viseu,Oliveira de Frades,Viseu_Oliveira de Frades
3680,Viseu,Oliveira de Frades,Viseu_Oliveira de Frades
3550,Viseu,Penalva do Castelo,Viseu_Penalva do Castelo
3630,Viseu,Penedono,Viseu_Penedono
4660,Viseu,Resende,Viseu_Resende
4664,Viseu,Resende,Viseu_Resende
3440,Viseu,Santa Comba Dão,Viseu_Santa Comba Dão
5130,Viseu,São João da Pesqueira,Viseu_São João da Pesqueira
3660,Viseu,São Pedro do Sul,Viseu_São Pedro do Sul
3560,Viseu,Sátão,Viseu_Sátão
3650,Viseu,Sátão,Viseu_Sátão
3640,Viseu,Sernancelhe,Viseu_Sernancelhe
3620,Viseu,Sernancelhe,Viseu_Sernancelhe
5120,Viseu,Tabuaço,Viseu_Tabuaço
3610,Viseu,Tarouca,Viseu_Tarouca
3465,Viseu,Tondela,Viseu_Tondela
3460,Viseu,Tondela,Viseu_Tondela
3475,Viseu,Tondela,Viseu_Tondela
3464,Viseu,Tondela,Viseu_Tondela
3650,Viseu,Vila Nova de Paiva,Viseu_Vila Nova de Paiva
3654,Viseu,Vila Nova de Paiva,Viseu_Vila Nova de Paiva
3515,Viseu,Viseu,Viseu_Viseu
3519,Viseu,Viseu,Viseu_Viseu
3510,Viseu,Viseu,Viseu_Viseu
3503,Viseu,Viseu,Viseu_Viseu
3505,Viseu,Viseu,Viseu_Viseu
3500,Viseu,Viseu,Viseu_Viseu
3504,Viseu,Viseu,Viseu_Viseu
3514,Viseu,Viseu,Viseu_Viseu
3670,Viseu,Vouzela,Viseu_Vouzela
